year,uniqueid,grouped_label,home_rule_ind,lim_rate,agency_name,agency_num,total_final_levy,cty_total_eav,av,Triad,agency_count,reassess_year,log_eav,log_levy,log_av,bundled,panel_id,first2_dig,town,count
2010,Bedford Park_1_0,Bedford Park,1,NA,VILLAGE OF BEDFORD PARK,030060000,10390064,443545937,134407859.69696972,South,1,0,19.910311932704044,16.156360522825448,18.716389464231607,0,NA,03,Muni,17
2010,Bellwood_1_1,Bellwood,1,NA,VILLAGE OF BELLWOOD,030070000,18172488,332142772,100649324.84848486,South,2,0,19.621075470586298,16.715419360002286,18.427153002113865,1,NA,03,Muni,17
2010,Berkeley_1_1,Berkeley,1,NA,VILLAGE OF BERKELEY,030090000,3821298,133768148,40535802.42424243,South,2,0,18.71161862051719,15.15610071344293,17.517696152044753,1,NA,03,Muni,17
2010,Berwyn_1_1,Berwyn,1,NA,CITY OF BERWYN,030100000,24566571,934702103,283243061.5151515,South,2,0,20.65573843007004,17.016897174318338,19.46181596159761,1,NA,03,Muni,17
2010,Bridgeview_1_1,Bridgeview,1,NA,VILLAGE OF BRIDGEVIEW,030120000,8583927,542459768,164381747.87878788,South,2,0,20.111624480260208,15.965402059062662,18.917702011787775,1,NA,03,Muni,17
2010,Burbank_1_0,Burbank,1,NA,CITY OF BURBANK,030160000,4822729,635833792,192676906.6666667,South,1,0,20.270447753817557,15.388850508378518,19.076525285345124,0,NA,03,Muni,17
2010,Burnham_1_0,Burnham,1,NA,VILLAGE OF BURNHAM,030170000,1898169,62386813,18905094.848484848,South,1,0,17.948864480878093,14.456400295283977,16.754942012405657,0,NA,03,Muni,17
2010,Calumet City_1_1,Calumet City,1,NA,CITY OF CALUMET CITY,030190000,25575823,594817476,180247720,South,2,0,20.20376515342329,17.05715804914735,19.009842684950858,1,NA,03,Muni,17
2010,Calumet Park_1_1,Calumet Park,1,NA,VILLAGE OF CALUMET PARK,030200000,3501964,94470426,28627401.81818182,South,2,0,18.363797391103205,15.068834511935005,17.16987492263077,1,NA,03,Muni,17
2010,Chicago Heights_1_1,Chicago Heights,1,NA,CITY OF CHICAGO HEIGHTS,030220000,18511971,477904025,144819401.51515153,South,2,0,19.984920485776993,16.73392816186294,18.790998017304556,1,NA,03,Muni,17
2010,Chicago Ridge_1_1,Chicago Ridge,1,NA,VILLAGE OF CHICAGO RIDGE,030230000,6071838,415576556,125932289.6969697,South,2,0,19.84517740558862,15.619171917859793,18.65125493711618,1,NA,03,Muni,17
2010,Cicero_1_1,Cicero,1,NA,TOWN CICERO,020060000,33367923,913614341,276852830.6060606,South,4,0,20.6329190939845,17.32310560725616,19.438996625512065,1,NA,02,Town,17
2010,Country Club Hills_1_0,Country Club Hills,1,NA,CITY OF COUNTRY CLUB HILLS,030240000,17534556,301826484,91462570.90909092,South,1,0,19.525362853927035,16.67968412044884,18.331440385454602,0,NA,03,Muni,17
2010,Des Plaines_1_1,Des Plaines,1,NA,CITY OF DES PLAINES,030290000,30594778,2392463263.263263,724988867.6555344,North,2,1,21.59558932621561,17.236339898764857,20.401666857743177,1,NA,03,Muni,17
2010,Dolton_1_0,Dolton,1,NA,VILLAGE OF DOLTON,030310000,10598428,317194120,96119430.30303031,South,1,0,19.575024510352648,16.17621624619769,18.38110204188021,0,NA,03,Muni,17
2010,East Hazelcrest_1_0,East Hazelcrest,1,NA,VILLAGE OF EAST HAZELCREST,030330000,575990,32719592,9915027.878787879,South,1,0,17.303484600183424,13.26384557841621,16.109562131710987,0,NA,03,Muni,17
2010,Elk Grove Village_1_0,Elk Grove Village,1,NA,VILLAGE OF ELK GROVE VILLAGE,030350000,14478510,2241255263.1578946,679168261.5629984,North,1,1,21.530301931194476,16.488176039074734,20.336379462722043,0,NA,03,Muni,17
2010,Elmwood Park_1_1,Elmwood Park,1,NA,VILLAGE OF ELMWOOD PARK,030370000,12118942,570517742,172884164.24242425,North,2,1,20.16205482581877,16.31028024106575,18.968132357346338,1,NA,03,Muni,17
2010,Evergreen Park_1_1,Evergreen Park,1,NA,VILLAGE OF EVERGREEN PARK,030390000,7052344,484048780,146681448.4848485,South,2,0,19.997696244726395,15.768870601797973,18.80377377625396,1,NA,03,Muni,17
2010,Forestview_1_0,Forestview,1,NA,VILLAGE OF FORESTVIEW,030430000,1359082,66997716,20302338.181818184,South,1,0,18.02016908722194,14.122320029797168,16.826246618749504,0,NA,03,Muni,17
2010,Glenview_1_1,Glenview,1,NA,VILLAGE OF GLENVIEW,030470000,17919378,2713349754.9019613,822227198.4551399,North,2,1,21.721449780449607,16.70139325508723,20.52752731197717,1,NA,03,Muni,17
2010,Glenwood_1_0,Glenwood,1,NA,VILLAGE OF GLENWOOD,030480000,4089465,147451879,44682387.57575758,South,1,0,18.80901243644718,15.223924712617057,17.615089967974743,0,NA,03,Muni,17
2010,Golf_1_0,Golf,1,NA,VILLAGE OF GOLF,030490000,708710,41934498,12707423.636363637,North,1,1,17.551619387421642,13.471201695041678,16.357696918949205,0,NA,03,Muni,17
2010,Harvey_1_0,Harvey,1,NA,CITY OF HARVEY,030510000,13335151,283052975,85773628.7878788,South,1,0,19.46114462890222,16.40591403911869,18.267222160429785,0,NA,03,Muni,17
2010,Harwood Heights_1_0,Harwood Heights,1,NA,VILLAGE OF HARWOOD HEIGHTS,030520000,1690083,290821216,88127641.21212122,North,1,1,19.48821925832139,14.340288198119316,18.294296789848953,0,NA,03,Muni,17
2010,Hazelcrest_1_0,Hazelcrest,1,NA,VILLAGE OF HAZELCREST,030530000,6065253,217567030,65929403.03030303,South,1,0,19.198017544922152,15.618086814247052,18.00409507644972,0,NA,03,Muni,17
2010,Hillside_1_1,Hillside,1,NA,VILLAGE OF HILLSIDE,030550000,10398229,277520397,84097090,South,2,0,19.441404991152275,16.157146061149337,18.24748252267984,1,NA,03,Muni,17
2010,Hodgkins_1_0,Hodgkins,1,NA,VILLAGE OF HODGKINS,030570000,4177130,268958906,81502698.7878788,South,1,0,19.410069160096974,15.245134965810426,18.216146691624537,0,NA,03,Muni,17
2010,Hoffman Estates_1_0,Hoffman Estates,1,NA,VILLAGE OF HOFFMAN ESTATES,030580000,17136947,1739393365,526583550.3030303,North,1,1,21.276802248578917,16.656747333914858,20.081920566982618,0,NA,03,Muni,17
2010,Inverness_1_0,Inverness,1,NA,VILLAGE OF INVERNESS,030630000,2442687,569891309,172694336.06060606,North,1,1,20.16095621464508,14.708609220869155,18.967033746172643,0,NA,03,Muni,17
2010,Lansing_1_1,Lansing,1,NA,VILLAGE OF LANSING,030680000,8770242,559790853,169633591.8181818,South,2,0,20.14307379514793,15.986874958038351,18.949151326675494,1,NA,03,Muni,17
2010,Lincolnwood_1_0,Lincolnwood,1,NA,VILLAGE OF LINCOLNWOOD,030700000,5143099,778893712,236028397.5757576,North,1,1,20.473385152934238,15.453166374037078,19.2794626844618,0,NA,03,Muni,17
2010,Markham_1_1,Markham,1,NA,CITY OF MARKHAM,030730000,8154222,174837315,52981004.54545455,South,2,0,18.979366470943734,15.914046387892116,17.7854440024713,1,NA,03,Muni,17
2010,Maywood_1_0,Maywood,1,NA,VILLAGE OF MAYWOOD,030750000,15558147,270397594,81938664.84848486,South,1,0,19.415404004164504,16.560094982219454,18.221481535692067,0,NA,03,Muni,17
2010,McCook_1_0,McCook,1,NA,VILLAGE OF MC COOK,030760000,2342418,118411446,35882256.36363637,South,1,0,18.589675948039012,14.666694287145834,17.395753479566576,0,NA,03,Muni,17
2010,Morton Grove_1_1,Morton Grove,1,NA,VILLAGE OF MORTON GROVE,030810000,12920650,952917220,288762793.93939394,North,2,1,20.675038595306358,16.374337364650767,19.481116126833925,1,NA,03,Muni,17
2010,Mount Prospect_1_1,Mount Prospect,1,NA,VILLAGE OF MT PROSPECT,030820000,24702177,1834680507,555963790,North,2,1,21.330136192667226,17.022401935366133,20.136213724194793,1,NA,03,Muni,17
2010,Niles_1_0,Niles,1,NA,VILLAGE OF NILES,030830000,4922082,1512550652,458348682.42424244,North,1,1,21.137063236234148,15.409242169688715,19.943140767761715,0,NA,03,Muni,17
2010,North Lake_1_0,North Lake,1,NA,CITY OF NORTH LAKE,030850000,4839334,373633482,113222267.27272728,North,1,1,19.738785880217684,15.392287665918825,18.54486341174525,0,NA,03,Muni,17
2010,Northbrook_1_1,Northbrook,1,NA,VILLAGE OF NORTHBROOK,030870000,16479111,2884860410.5571847,874200124.4112681,North,2,1,21.782742351180335,16.617604136815803,20.588819882707902,1,NA,03,Muni,17
2010,Oak Forest_1_0,Oak Forest,1,NA,CITY OF OAK FOREST,030900000,7423689,601513202,182276727.87878788,South,1,0,20.21495904160032,15.820186661406922,19.021036573127887,0,NA,03,Muni,17
2010,Oak Lawn_1_1,Oak Lawn,1,NA,VILLAGE OF OAK LAWN,030910000,20112911,1504752813,455985700.90909094,South,2,0,21.131894477803932,16.81687250512681,19.937972009331496,1,NA,03,Muni,17
2010,Oak Park_1_1,Oak Park,1,NA,VILLAGE OF OAK PARK,030920000,30347513,1850649808,560802972.1212121,South,2,0,21.338802661931226,17.22822512812537,20.144880193458793,1,NA,03,Muni,17
2010,Orland Park_1_1,Orland Park,1,NA,VILLAGE OF ORLAND PARK,030950000,19648115,2765958232.931727,838169161.4944627,South,2,0,21.74065296990567,16.793491962924907,20.546730501433238,1,NA,03,Muni,17
2010,Palatine_1_0,Palatine,1,NA,VILLAGE OF PALATINE,030960000,22288004,2180822211.3502936,660855215.560695,North,1,1,21.502967803809874,16.91955915447048,20.309045335337437,0,NA,03,Muni,17
2010,Park Ridge_1_1,Park Ridge,1,NA,CITY OF PARK RIDGE,031010000,16435201,1891497297,573180999.0909091,North,2,1,21.360634573011755,16.61493599500263,20.166712104539318,1,NA,03,Muni,17
2010,Phoenix_1_0,Phoenix,1,NA,VILLAGE OF PHOENIX,031020000,439332,7689738,2330223.6363636367,South,1,0,15.855397270680358,12.99301067047051,14.661474802207923,0,NA,03,Muni,17
2010,Posen_1_0,Posen,1,NA,VILLAGE OF POSEN,031030000,1001896,80185204,24298546.666666668,South,1,0,18.19984956703854,13.817404762824973,17.005927098566104,0,NA,03,Muni,17
2010,Riverdale_1_0,Riverdale,1,NA,VILLAGE OF RIVERDALE,031080000,5828155,131415980,39823024.24242424,South,1,0,18.69387827001469,15.578211041688252,17.499955801542256,0,NA,03,Muni,17
2010,Robbins_1_0,Robbins,1,NA,VILLAGE OF ROBBINS,031100000,1307168,54467520,16505309.090909092,South,1,0,17.813115118674002,14.083373522984079,16.61919265020157,0,NA,03,Muni,17
2010,Rolling Meadows_1_1,Rolling Meadows,1,NA,CITY OF ROLLING MEADOWS,031110000,14215858,1003838180,304193387.8787879,North,2,1,20.72709666992701,16.46986866002166,19.533174201454575,1,NA,03,Muni,17
2010,Rosemont_1_0,Rosemont,1,NA,VILLAGE OF ROSEMONT,031130000,5806556,320724050,97189106.06060606,North,1,1,19.586091654056162,15.574498181985518,18.392169185583725,0,NA,03,Muni,17
2010,Schiller Park_1_1,Schiller Park,1,NA,VILLAGE OF SCHILLER PARK,031160000,7914711,408712205,123852183.33333334,North,2,1,19.828521811068796,15.88423373768054,18.634599342596363,1,NA,03,Muni,17
2010,Skokie_1_1,Skokie,1,NA,VILLAGE OF SKOKIE,031170000,27840532,2867661410.0185523,868988306.066228,North,2,1,21.77676269484082,17.142003502443316,20.582840226368383,1,NA,03,Muni,17
2010,South Barrington_1_0,South Barrington,1,NA,VILLAGE OF SOUTH BARRINGTON,031180000,2564701,571965294,173322816.36363637,North,1,1,20.164588872678106,14.75735246059151,18.97066640420567,0,NA,03,Muni,17
2010,South Holland_1_1,South Holland,1,NA,VILLAGE OF SOUTH HOLLAND,031200000,11204672,502008316,152123732.12121212,South,2,0,20.034127243255845,16.231841392142574,18.84020477478341,1,NA,03,Muni,17
2010,Stickney_1_0,Stickney,1,NA,VILLAGE OF STICKNEY,031220000,3280574,154179136,46720950.303030305,South,1,0,18.853625705140022,15.003528965049613,17.659703236667585,0,NA,03,Muni,17
2010,Stone Park_1_0,Stone Park,1,NA,VILLAGE OF STONE PARK,031230000,2445808,65635222,19889461.212121215,South,1,0,17.999623030555664,14.70988609664546,16.805700562083228,0,NA,03,Muni,17
2010,Streamwood_1_0,Streamwood,1,NA,VILLAGE OF STREAMWOOD,031240000,9484980,961608681,291396570,North,1,1,20.684118149366697,16.065220052756516,19.490195680894264,0,NA,03,Muni,17
2010,Thornton_1_1,Thornton,1,NA,VILLAGE OF THORNTON,031260000,2019774,70379191,21327027.575757578,South,2,0,18.069408195048823,14.518496181930102,16.87548572657639,1,NA,03,Muni,17
2010,Wheeling_1_0,Wheeling,1,NA,VILLAGE OF WHEELING,031310000,10931391,1226610329,369956966.969697,North,1,1,20.927520371958792,16.207149116465175,19.72889725135123,0,NA,03,Muni,17
2010,Wilmette_1_0,Wilmette,1,NA,VILLAGE OF WILMETTE,031330000,14016101,2079558072,630169112.7272727,North,1,1,21.455421242701053,16.455717298182574,20.26149877422862,0,NA,03,Muni,17
2010,Winnetka_1_0,Winnetka,1,NA,VILLAGE OF WINNETKA,031340000,13105360,1605591119,486542763.3333334,North,1,1,21.196757824165534,16.38853186479347,20.0028353556931,0,NA,03,Muni,17
2011,Alsip_1_0,Alsip,1,NA,VILLAGE OF ALSIP,030010000,7951492,598824867,201583810.34134516,South,1,1,20.210479737703594,15.888870141978124,19.1217157850903,0,NA,03,Muni,17
2011,Arlington Heights_1_1,Arlington Heights,1,NA,VILLAGE OF ARLINGTON HEIGHTS,030020000,42825034,3092627015.7068067,1041078238.6409502,North,2,0,21.852286733564295,17.572633396102923,20.763522780951,1,NA,03,Muni,17
2011,Bedford Park_1_0,Bedford Park,1,NA,VILLAGE OF BEDFORD PARK,030060000,10598059,382190568,128657701.4744496,South,1,1,19.76142991128697,16.176181429107476,18.672665958673676,0,NA,03,Muni,17
2011,Bellwood_1_1,Bellwood,1,NA,VILLAGE OF BELLWOOD,030070000,18172488,262646730,88415380.73116542,South,2,1,19.386320455258186,16.715419360002286,18.29755650264489,1,NA,03,Muni,17
2011,Berkeley_1_1,Berkeley,1,NA,VILLAGE OF BERKELEY,030090000,3797794,106734825,35930392.8499293,South,2,1,18.485858045401343,15.14993092981018,17.39709409278805,1,NA,03,Muni,17
2011,Berwyn_1_1,Berwyn,1,NA,CITY OF BERWYN,030100000,25433825,752670470,253373214.16548845,South,2,1,20.43913806713738,17.051590538985568,19.350374114524087,1,NA,03,Muni,17
2011,Bridgeview_1_1,Bridgeview,1,NA,VILLAGE OF BRIDGEVIEW,030120000,9782393,454651361,153050347.0679324,South,2,1,19.935041443643208,16.096094695107574,18.846277491029912,1,NA,03,Muni,17
2011,Burbank_1_0,Burbank,1,NA,CITY OF BURBANK,030160000,5221128,528749905,177994312.5967818,South,1,1,20.086026108655716,15.468224028468342,18.99726215604242,0,NA,03,Muni,17
2011,Burnham_1_0,Burnham,1,NA,VILLAGE OF BURNHAM,030170000,2043419,52116875,17544225.07237595,South,1,1,17.768999350633663,14.530134943324676,16.68023539802037,0,NA,03,Muni,17
2011,Calumet City_1_1,Calumet City,1,NA,CITY OF CALUMET CITY,030190000,27635347,474119457,159603937.58836597,South,2,1,19.976969866895242,17.134606199711286,18.888205914281947,1,NA,03,Muni,17
2011,Calumet Park_1_1,Calumet Park,1,NA,VILLAGE OF CALUMET PARK,030200000,3532152,79242899,26675721.73971588,South,2,1,18.18802836418346,15.077417874887592,17.099264411570164,1,NA,03,Muni,17
2011,Chicago Heights_1_1,Chicago Heights,1,NA,CITY OF CHICAGO HEIGHTS,030220000,18787991,389867952,131242157.13997172,South,2,1,19.78131865513987,16.74872844709974,18.692554702526575,1,NA,03,Muni,17
2011,Chicago Ridge_1_1,Chicago Ridge,1,NA,VILLAGE OF CHICAGO RIDGE,030230000,6219233,345846197,116423011.17619336,South,2,1,19.661504716853837,15.643157145214719,18.572740764240542,1,NA,03,Muni,17
2011,Cicero_1_1,Cicero,1,NA,TOWN CICERO,020060000,33361083,677695683,228134276.9137548,South,4,1,20.334208900010797,17.32290059895665,19.245444947397502,1,NA,02,Town,17
2011,Country Club Hills_1_0,Country Club Hills,1,NA,CITY OF COUNTRY CLUB HILLS,030240000,16287863,235142657,79156620.54803742,South,1,1,19.2757029389913,16.605930787196815,18.186938986378006,0,NA,03,Muni,17
2011,Des Plaines_1_1,Des Plaines,1,NA,CITY OF DES PLAINES,030290000,30327679,2183453535.353535,735021051.4217784,North,2,0,21.504173650770426,17.22757135184374,20.415409698157127,1,NA,03,Muni,17
2011,Dolton_1_0,Dolton,1,NA,VILLAGE OF DOLTON,030310000,10926206,240532796,80971115.59954217,South,1,1,19.29836700411747,16.206674681869526,18.209603051504175,0,NA,03,Muni,17
2011,East Hazelcrest_1_0,East Hazelcrest,1,NA,VILLAGE OF EAST HAZELCREST,030330000,768331,28408185,9563113.512421733,South,1,1,17.16218786583393,13.55197590886381,16.07342391322063,0,NA,03,Muni,17
2011,Elk Grove Village_1_0,Elk Grove Village,1,NA,VILLAGE OF ELK GROVE VILLAGE,030350000,15065172,2113893660,676499178.6171143,North,1,0,21.471797420385617,16.52789614767353,20.33244179140899,0,NA,03,Muni,17
2011,Elmwood Park_1_1,Elmwood Park,1,NA,VILLAGE OF ELMWOOD PARK,030370000,12653389,526897754,177370818.68982697,North,2,0,20.08251707250199,16.35343564239597,18.993753119888694,1,NA,03,Muni,17
2011,Evergreen Park_1_1,Evergreen Park,1,NA,VILLAGE OF EVERGREEN PARK,030390000,7241859,418329782,140823329.29374537,South,2,1,19.851780631582987,15.79538849935845,18.76301667896969,1,NA,03,Muni,17
2011,Forestview_1_0,Forestview,1,NA,VILLAGE OF FORESTVIEW,030430000,1342126,54495682,18345008.415808253,South,1,1,17.813632027136862,14.10976548182324,16.724868074523567,0,NA,03,Muni,17
2011,Glenview_1_1,Glenview,1,NA,VILLAGE OF GLENVIEW,030470000,18561309,2446647149.122807,823620530.9105254,North,2,0,21.617984413675146,16.736589810852585,20.52922046106185,1,NA,03,Muni,17
2011,Glenwood_1_0,Glenwood,1,NA,VILLAGE OF GLENWOOD,030480000,4139136,118830927,40002331.85215108,South,1,1,18.59321225929612,15.235997628369356,17.504448306682825,0,NA,03,Muni,17
2011,Golf_1_0,Golf,1,NA,VILLAGE OF GOLF,030490000,726597,38409940,12930027.603851072,North,1,0,17.463826838227664,13.496127269941557,16.375062885614366,0,NA,03,Muni,17
2011,Harvey_1_0,Harvey,1,NA,CITY OF HARVEY,030510000,13705977,235219006,79182322.0898135,South,1,1,19.276027578547097,16.433342573029314,18.187263625933802,0,NA,03,Muni,17
2011,Harwood Heights_1_0,Harwood Heights,1,NA,VILLAGE OF HARWOOD HEIGHTS,030520000,1691028,256660087,86400083.14818555,North,1,0,19.363263148750374,14.340847185993187,18.27449919613708,0,NA,03,Muni,17
2011,Hazelcrest_1_0,Hazelcrest,1,NA,VILLAGE OF HAZELCREST,030530000,6350741,167719937,56459953.2081061,South,1,1,18.93780610464072,15.664082056974172,17.849042152027426,0,NA,03,Muni,17
2011,Hillside_1_1,Hillside,1,NA,VILLAGE OF HILLSIDE,030550000,9244094,230311458,77530282.77115734,South,2,1,19.254943116050043,16.03949541908282,18.166179163436748,1,NA,03,Muni,17
2011,Hodgkins_1_0,Hodgkins,1,NA,VILLAGE OF HODGKINS,030570000,4322632,222008345,74735186.49431092,South,1,1,19.218225529220152,15.27937503395648,18.129461576606857,0,NA,03,Muni,17
2011,Hoffman Estates_1_0,Hoffman Estates,1,NA,VILLAGE OF HOFFMAN ESTATES,030580000,17340949,1553747288,522438678.0448394,North,1,0,21.163935455333124,16.6685812567695,20.074018172322102,0,NA,03,Muni,17
2011,Inverness_1_0,Inverness,1,NA,VILLAGE OF INVERNESS,030630000,2533636,511800895,172288727.8664243,North,1,0,20.053446230418405,14.745165983136248,18.96468227780511,0,NA,03,Muni,17
2011,Lansing_1_1,Lansing,1,NA,VILLAGE OF LANSING,030680000,9444913,449970464,151474605.80354136,South,2,1,19.924692503018978,16.060986847652455,18.835928550405683,1,NA,03,Muni,17
2011,Lincolnwood_1_0,Lincolnwood,1,NA,VILLAGE OF LINCOLNWOOD,030700000,5220246,693817019,233561239.816872,North,1,0,20.35771882232302,15.468055085185187,19.268954869709724,0,NA,03,Muni,17
2011,Markham_1_1,Markham,1,NA,CITY OF MARKHAM,030730000,9699244,142168372,47858470.34269171,South,2,1,18.77252263146662,16.087558502291948,17.683758678853327,1,NA,03,Muni,17
2011,Maywood_1_0,Maywood,1,NA,VILLAGE OF MAYWOOD,030750000,16502041,212968766,71692171.95179425,South,1,1,19.176656074423573,16.618994628190666,18.087892121810274,0,NA,03,Muni,17
2011,McCook_1_0,McCook,1,NA,VILLAGE OF MC COOK,030760000,2457201,100856281,33951484.885208376,South,1,1,18.429207101039914,14.714533455239106,17.340443148426615,0,NA,03,Muni,17
2011,Morton Grove_1_1,Morton Grove,1,NA,VILLAGE OF MORTON GROVE,030810000,13043297,877375226,295352866.7609237,North,2,0,20.592445310601377,16.3837849199281,19.503681357988082,1,NA,03,Muni,17
2011,Mount Prospect_1_1,Mount Prospect,1,NA,VILLAGE OF MT PROSPECT,030820000,25707097,1694952801,570575910.9270854,North,2,0,21.25092073137342,17.06227765960357,20.162156778760124,1,NA,03,Muni,17
2011,Niles_1_0,Niles,1,NA,VILLAGE OF NILES,030830000,5141398,1370675241,461413600.2827711,North,1,0,21.038569332004986,15.452835584886085,19.949805379391687,0,NA,03,Muni,17
2011,North Lake_1_0,North Lake,1,NA,CITY OF NORTH LAKE,030850000,5149878,340940576,114771620.54803742,North,1,0,19.64721875613245,15.454483583038934,18.558454803519155,0,NA,03,Muni,17
2011,Northbrook_1_1,Northbrook,1,NA,VILLAGE OF NORTHBROOK,030870000,18844886,2591896724.8908296,872516234.0573721,North,2,0,21.675655770850536,16.751752135315115,20.58689181823724,1,NA,03,Muni,17
2011,Oak Forest_1_0,Oak Forest,1,NA,CITY OF OAK FOREST,030900000,7794295,522455751,175875496.86931932,South,1,1,20.07405085113575,15.868902613792432,18.985286898522453,0,NA,03,Muni,17
2011,Oak Lawn_1_1,Oak Lawn,1,NA,VILLAGE OF OAK LAWN,030910000,20258499,1269487343,427350482.3941291,South,2,1,20.96187898899235,16.82408496716956,19.873115036379055,1,NA,03,Muni,17
2011,Oak Park_1_1,Oak Park,1,NA,VILLAGE OF OAK PARK,030920000,31583682,1596903799,537569446.9130815,South,2,1,21.19133246579255,17.2681511527756,20.102568513179254,1,NA,03,Muni,17
2011,Orland Park_1_1,Orland Park,1,NA,VILLAGE OF ORLAND PARK,030950000,19945706,2364772156.196944,796058761.2593228,South,2,1,21.58394751437488,16.808524440037864,20.495183561761586,1,NA,03,Muni,17
2011,Palatine_1_0,Palatine,1,NA,VILLAGE OF PALATINE,030960000,22266257,1987066782,668910921.0260553,North,1,0,21.409925409412807,16.918582951465922,20.32116145679951,0,NA,03,Muni,17
2011,Park Ridge_1_1,Park Ridge,1,NA,CITY OF PARK RIDGE,031010000,17005543,1726124859,581069433.4477884,North,2,0,21.26914476708393,16.649049907698394,20.180380814470634,1,NA,03,Muni,17
2011,Phoenix_1_0,Phoenix,1,NA,VILLAGE OF PHOENIX,031020000,439230,6405001,2156130.411364707,South,1,1,15.672589649440985,12.992778472855637,14.58382569682769,0,NA,03,Muni,17
2011,Posen_1_0,Posen,1,NA,VILLAGE OF POSEN,031030000,1036430,65483615,22043901.905338988,South,1,1,17.997310516640326,13.851292673603915,16.90854656402703,0,NA,03,Muni,17
2011,Riverdale_1_0,Riverdale,1,NA,VILLAGE OF RIVERDALE,031080000,6080221,106741343,35932587.01945735,South,1,1,18.485919110765813,15.620551601965962,17.39715515815252,0,NA,03,Muni,17
2011,Robbins_1_0,Robbins,1,NA,VILLAGE OF ROBBINS,031100000,1487546,40223837,13540643.977647612,South,1,1,17.50997033805682,14.212638340293521,16.421206385443526,0,NA,03,Muni,17
2011,Rolling Meadows_1_1,Rolling Meadows,1,NA,CITY OF ROLLING MEADOWS,031110000,15464332,906793995,305256175.52009696,North,2,0,20.625425854387807,16.554046768858676,19.53666190177451,1,NA,03,Muni,17
2011,Rosemont_1_0,Rosemont,1,NA,VILLAGE OF ROSEMONT,031130000,6011258,278443485,93733079.17592405,North,1,0,19.444725670347886,15.609144602411137,18.35596171773459,0,NA,03,Muni,17
2011,Schiller Park_1_1,Schiller Park,1,NA,VILLAGE OF SCHILLER PARK,031160000,8322930,371743155,125140764.49202181,North,2,0,19.733713730223116,15.934524914263932,18.64494977760982,1,NA,03,Muni,17
2011,Skokie_1_1,Skokie,1,NA,VILLAGE OF SKOKIE,031170000,27964372,2559055629.139073,861460859.4691553,North,2,0,21.662904132511883,17.14644182934344,20.57414017989859,1,NA,03,Muni,17
2011,South Barrington_1_0,South Barrington,1,NA,VILLAGE OF SOUTH BARRINGTON,031180000,2564701,499537126,168160346.73130006,North,1,0,20.029192479617144,14.75735246059151,18.94042852700385,0,NA,03,Muni,17
2011,South Holland_1_1,South Holland,1,NA,VILLAGE OF SOUTH HOLLAND,031200000,11618980,398132364,134024225.40900828,South,2,1,19.802295080822937,16.268150525844987,18.71353112820964,1,NA,03,Muni,17
2011,Stickney_1_0,Stickney,1,NA,VILLAGE OF STICKNEY,031220000,3279335,118492266,39888327.610583715,South,1,1,18.590358250586767,15.003151215902564,17.501594297973472,0,NA,03,Muni,17
2011,Stone Park_1_0,Stone Park,1,NA,VILLAGE OF STONE PARK,031230000,2331897,49421604,16636909.715209048,South,1,1,17.715898214493382,14.662192657381025,16.627134261880087,0,NA,03,Muni,17
2011,Streamwood_1_0,Streamwood,1,NA,VILLAGE OF STREAMWOOD,031240000,9835295,870322636,292978736.9554972,North,1,0,20.58437454684354,16.101488004271573,19.495610594230246,0,NA,03,Muni,17
2011,Thornton_1_1,Thornton,1,NA,VILLAGE OF THORNTON,031260000,2060043,55629876,18726814.78489194,South,2,1,17.83423095303587,14.538237414334317,16.745467000422575,1,NA,03,Muni,17
2011,Wheeling_1_0,Wheeling,1,NA,VILLAGE OF WHEELING,031310000,10930633,1088729315,364591608.42927355,North,1,0,20.808277087098613,16.20707977247394,19.714288404116413,0,NA,03,Muni,17
2011,Wilmette_1_0,Wilmette,1,NA,VILLAGE OF WILMETTE,031330000,14533401,1869928027,629478228.9773109,North,1,0,21.34916577883692,16.491960075603618,20.260401826223625,0,NA,03,Muni,17
2011,Winnetka_1_0,Winnetka,1,NA,VILLAGE OF WINNETKA,031340000,13472401,1440254090,484836090.3521174,North,1,0,21.088085386357495,16.416153780460693,19.9993214337442,0,NA,03,Muni,17
2012,Alsip_1_0,Alsip,1,NA,VILLAGE OF ALSIP,030010000,8316785,548725983,195582400.55603078,South,1,0,20.123109754653267,15.933786319849382,19.091492334809434,0,NA,03,Muni,17
2012,Arlington Heights_1_1,Arlington Heights,1,NA,VILLAGE OF ARLINGTON HEIGHTS,030020000,43772139,2857701318.26742,1018570472.7214926,North,2,0,21.773283403738596,17.59450807706144,20.741665983894766,1,NA,03,Muni,17
2012,Bedford Park_1_0,Bedford Park,1,NA,VILLAGE OF BEDFORD PARK,030060000,10795596,357609797,127462858.92500712,South,1,0,19.694952997420792,16.194648831152705,18.663335577576962,0,NA,03,Muni,17
2012,Bellwood_1_1,Bellwood,1,NA,VILLAGE OF BELLWOOD,030070000,18185682,243169333,86672844.66780724,South,2,0,19.30926860224344,16.716145139136888,18.27765118239961,1,NA,03,Muni,17
2012,Berkeley_1_1,Berkeley,1,NA,VILLAGE OF BERKELEY,030090000,3809295,99988645,35638952.45223838,South,2,0,18.420567187505075,15.152954690610908,17.388949767661245,1,NA,03,Muni,17
