year,agency_num,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,first6,agency_name,major_type,minor_type,muni_num,muni_name,clean_name,Triad,Township,reassess_year
2006,010010000,1,NA,NA,NA,NA,NA,1975574435,NA,NA,1,720483542,720483542,0.5,NA,720483542,0.5,NA,NA,NA,721723916,010010,COUNTY OF COOK,COOK COUNTY,COOK,NA,NA,NA,NA,NA,NA
2006,010010001,1,NA,NA,NA,NA,NA,1180552787,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,010010,CONSOLIDATED ELECTIONS,COOK COUNTY,COOK,NA,NA,NA,NA,NA,NA
2006,010020000,0,2005,67094198,NA,0.048,NA,1975574435,NA,NA,1,81799655,81799655,0.057,0,81799655,0.057,NA,NA,13793587.48,82276526.42,010020,FOREST PRESERVE DISTRICT OF COOK COUNTY,COOK COUNTY,COOK,NA,NA,NA,NA,NA,NA
2006,020010000,0,2005,336998,1252394203,0.027,1253529228,59060250,1311454453,1311454453,1,324450,324450,0.025,NA,324450,0.025,NA,NA,NA,327863.61,020010,TOWN BARRINGTON,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020010002,0,2005,25922,1252394203,0.003,1253529228,59060250,1311454453,1311454453,1,18540,18540,0.002,NA,18540,0.002,NA,NA,NA,26229.09,020010,GENERAL ASSISTANCE BARRINGTON,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020010003,0,NA,0,NA,0,1253529228,59060250,1311454453,1311454453,1,0,0,0,NA,0,0,NA,NA,NA,0,020010,ROAD AND BRIDGE BARRINGTON,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020020000,0,2005,1315878,800035872,0.165,802248035,1377486,801413358,801413358,1,251613,251613,0.032,245231,245231,0.031,CLERK,0.970588,NA,248438.14,020020,TOWN BERWYN,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020020002,0,2005,1315878,800035872,0.165,802248035,1377486,801413358,801413358,1,199555,199555,0.025,193942,193942,0.025,CLERK,0.970588,NA,200353.34,020020,GENERAL ASSISTANCE BERWYN,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020020004,0,2003,1315878,800035872,0.165,802248035,1377486,801413358,801413358,1,413133,413133,0.052,401508,401508,0.051,CLERK,0.970588,NA,408720.81,020020,BERWYN TOWNSHIP COMMUNITY MENTAL HEALTH DISTRICT,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020020005,0,2005,1315878,800035872,0.165,802248035,1377486,801413358,801413358,1,494549,494549,0.062,480846,480846,0.06,CLERK,0.970588,NA,480848.01,020020,PUBLIC HEALTH BERWYN,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020030000,0,2005,2414161,1262823277,0.192,1255258088,28837956,1291661233,1291661233,1,1804780,1804780,0.14,1795409,1795409,0.139,CLERK,0.9948180000000001,NA,1795409.11,020030,TOWN BLOOM,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020030002,0,2005,2414161,1262823277,0.192,1255258088,28837956,1291661233,1291661233,1,681805,681805,0.053,678122,678122,0.053,CLERK,0.9948180000000001,NA,684580.45,020030,GENERAL ASSISTANCE BLOOM,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020030003,0,2005,532153,1262823277,0.043,1255258088,28837956,1291661233,1291661233,1,548119,548119,0.043,NA,548119,0.043,NA,NA,NA,555414.33,020030,ROAD AND BRIDGE BLOOM,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020040000,0,2005,1079192,1844437788,0.059,1831064454,34105926,1878543714,1878543714,1,984896,984896,0.053,952421,952421,0.051,CLERK,0.967213,NA,958057.29,020040,TOWN BREMEN,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020040002,0,2005,1079192,1844437788,0.059,1831064454,34105926,1878543714,1878543714,1,145911,145911,0.008,140890,140890,0.008,CLERK,0.967213,NA,150283.5,020040,GENERAL ASSISTANCE BREMEN,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020040003,0,2005,605862,1844437788,0.033,1831064454,34105926,1878543714,1878543714,1,615376,615376,0.033,NA,615376,0.033,NA,NA,NA,619919.43,020040,ROAD AND BRIDGE BREMEN,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020050000,0,2005,730873,224952300,0.325,224394047,321829,225274129,225274129,1,513996,512642,0.228,491547,491547,0.219,CLERK,0.9587019999999999,NA,493350.34,020050,TOWN CALUMET,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020050002,0,2005,730873,224952300,0.325,224394047,321829,225274129,225274129,1,249725,249725,0.111,239464,239464,0.107,CLERK,0.9587019999999999,NA,241043.32,020050,GENERAL ASSISTANCE CALUMET,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020050003,0,2005,176337,224952300,0.079,224394047,321829,225274129,225274129,1,184263,184263,0.082,177514,177514,0.079,CLERK,0.9634139999999999,NA,177966.56,020050,ROAD AND BRIDGE CALUMET,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020060000,1,NA,NA,NA,NA,783691685,2986020,771076587,771076587,1,28941812,28941812,3.754,NA,28941812,3.754,NA,NA,NA,28946215.08,020060,TOWN CICERO,MUNICIPALITY/TOWNSHIP,TOWNSHIP,020060000,TOWN CICERO,Cicero,South,Cicero,0
2006,020060001,1,NA,NA,NA,NA,783691685,2986020,771076587,771076587,1,1338791,1338791,0.174,NA,1338791,0.174,NA,NA,NA,1341673.26,020060,TOWN OF CICERO LIBRARY FUND,MUNICIPALITY/TOWNSHIP,LIBRARY,020060000,TOWN CICERO,Cicero,South,Cicero,0
2006,020060002,1,NA,NA,NA,NA,783691685,2986020,771076587,771076587,1,180981,180981,0.024,NA,180981,0.024,NA,NA,NA,185058.38,020060,GENERAL ASSISTANCE CICERO,MUNICIPALITY/TOWNSHIP,GEN ASST,020060000,TOWN CICERO,Cicero,South,Cicero,0
2006,020060004,1,NA,NA,NA,NA,783691685,2986020,771076587,771076587,1,518916,518916,0.068,NA,518916,0.068,NA,NA,NA,524332.08,020060,CICERO COMMUNITY MENTAL HEALTH FUND,MUNICIPALITY/TOWNSHIP,HEALTH,020060000,TOWN CICERO,Cicero,South,Cicero,0
2006,020060100,1,NA,NA,NA,NA,34699736,0,33289232,33289232,1,0,0,0,NA,0,0,NA,NA,NA,0,020060,TOWN OF CICERO SPECIAL SERVICE AREA 2,MUNICIPALITY/TOWNSHIP,SSA,020060000,TOWN CICERO,Cicero,South,Cicero,0
2006,020070000,0,2005,2291377,NA,0.056,NA,28576163,NA,NA,1,1810740,1810740,0.044,NA,1810740,0.044,NA,NA,NA,1836951.83,020070,TOWN ELK GROVE,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020070002,0,2005,2291377,NA,0.056,NA,28576163,NA,NA,1,372860,372860,0.009,NA,372860,0.009,NA,NA,NA,375740.15,020070,GENERAL ASSISTANCE ELK GROVE,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020070003,0,2005,389101,NA,0.01,NA,28576163,NA,NA,1,371830,371830,0.009,NA,371830,0.009,NA,NA,NA,375740.15,020070,ROAD AND BRIDGE ELK GROVE,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020080000,0,2005,1275452,NA,0.058,NA,18050713,NA,NA,1,369746,369746,0.017,352605,352605,0.016,CLERK,0.9508190000000001,NA,359342.84,020080,TOWN OF EVANSTON,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020080002,0,2005,1275452,NA,0.058,NA,18050713,NA,NA,1,985990,985990,0.044,936537,936537,0.042,CLERK,0.9508190000000001,NA,943274.95,020080,GENERAL ASSISTANCE EVANSTON,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020090000,0,2005,4566608,2022373714,0.226,1997584086,97815261,2120188975,2120188975,1,3753888,3753888,0.178,NA,3753888,0.178,NA,NA,NA,3773936.38,020090,TOWN OF HANOVER,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020090002,0,2005,4566608,2022373714,0.226,1997584086,97815261,2120188975,2120188975,1,245790,245790,0.012,NA,245790,0.012,NA,NA,NA,254422.68,020090,GENERAL ASSISTANCE HANOVER,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020090003,0,2005,1197990,2022373714,0.06,1997584086,97815261,2120188975,2120188975,1,1646524,1646524,0.078,1267873,1267873,0.06,CLERK,0.76923,NA,1272113.39,020090,ROAD AND BRIDGE HANOVER,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020090004,0,2005,4566608,2022373714,0.226,1997584086,97815261,2120188975,2120188975,1,782060,782060,0.037,NA,782060,0.037,NA,NA,NA,784469.92,020090,COMMUNITY MENTAL HEALTH FACILITIES & SERVICE DISTRICT,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020100000,0,2005,591496,761832609,0.078,769914664,20991061,782823670,782823670,1,1470410,1470410,0.188,NA,1470410,0.188,NA,NA,890070.51,1471708.5,020100,TOWN LEMONT,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020100002,0,2005,591496,761832609,0.078,769914664,20991061,782823670,782823670,1,9436,9436,0.002,NA,9436,0.002,NA,NA,NA,15656.47,020100,GENERAL ASSISTANCE LEMONT,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020100003,0,2005,708522,761832609,0.093,769914664,20991061,782823670,782823670,1,717001,717001,0.092,NA,717001,0.092,NA,NA,NA,720197.78,020100,ROAD AND BRIDGE LEMONT,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020110000,0,2005,2350250,NA,0.082,NA,25490064,NA,NA,1,2237675,2237675,0.077,NA,2237675,0.077,NA,NA,NA,2249076.76,020110,TOWN LEYDEN,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020110002,0,2005,2350250,NA,0.082,NA,25490064,NA,NA,1,94245,94245,0.004,NA,94245,0.004,NA,NA,NA,116835.16,020110,GENERAL ASSISTANCE LEYDEN,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020110003,0,2005,3224062,NA,0.112,NA,25490064,NA,NA,1,3233891,3233891,0.111,NA,3233891,0.111,NA,NA,NA,3242175.59,020110,ROAD AND BRIDGE LEYDEN,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020110007,0,NA,0,NA,0,135369203,708948,137954965,137954965,1,0,0,0,NA,0,0,NA,NA,NA,0,020110,LEYDEN TOWNSHIP SPECIAL REFUSE COLLECTION DISTRICT,MISCELLANEOUS,MISC,NA,NA,NA,NA,NA,NA
2006,020120000,0,2005,4414925,NA,0.116,NA,68594532,NA,NA,1,1276574,1276574,0.033,1265107,1265107,0.033,CLERK,0.991452,NA,1280630.24,020120,TOWN LYONS,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020120002,0,2005,4414925,NA,0.116,NA,68594532,NA,NA,1,82358,82358,0.003,81494,81494,0.003,CLERK,0.991452,NA,116420.93,020120,GENERAL ASSISTANCE LYONS,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020120003,0,2005,1284342,NA,0.034,NA,68594532,NA,NA,1,1317754,1317754,0.034,NA,1317754,0.034,NA,NA,NA,1319437.22,020120,ROAD AND BRIDGE LYONS,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020120004,0,2005,4414925,NA,0.116,NA,68594532,NA,NA,1,3170847,3170847,0.082,3143365,3143365,0.081,CLERK,0.991452,NA,3143365.14,020120,LYONS MENTAL HEALTH,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020120006,0,2005,94690,138593562,0.069,140887049,19014847,119578715,119578715,1,97153,97153,0.082,81672,81672,0.069,CLERK,0.841463,NA,82509.31,020120,LYONS TOWNSHIP SPECIAL POLICE DISTRICT,MISCELLANEOUS,POLICE,NA,NA,NA,NA,NA,NA
2006,020130000,0,2005,3942485,NA,0.089,NA,139565339,NA,NA,1,3392670,3392670,0.074,3355905,3355905,0.073,CLERK,0.988888,NA,3355905.26,020130,TOWN MAINE,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020130002,0,2005,3942485,NA,0.089,NA,139565339,NA,NA,1,727001,727001,0.016,717152,717152,0.016,CLERK,0.988888,NA,735540.88,020130,GENERAL ASSISTANCE MAINE,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020130003,0,2005,1669759,NA,0.038,NA,139565339,NA,NA,1,1745438,1745438,0.038,NA,1745438,0.038,NA,NA,NA,1746909.59,020130,ROAD AND BRIDGE MAINE,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020140000,0,2005,1708393,NA,0.041,NA,71468442,NA,NA,1,1675866,1675866,0.04,1636935,1636935,0.039,CLERK,0.97619,NA,1653898.55,020140,TOWN NEW TRIER,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020140002,0,2005,1708393,NA,0.041,NA,71468442,NA,NA,1,87271,87271,0.003,89056,89056,0.003,CLERK,0.97619,NA,127222.97,020140,GENERAL ASSISTANCE NEW TRIER,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020140003,0,NA,0,NA,0,NA,71468442,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,020140,ROAD AND BRIDGE NEW TRIER,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020150000,0,2005,1486915,NA,0.034,NA,46237615,NA,NA,1,1376088,1376088,0.031,NA,1376088,0.031,NA,NA,NA,1400792.15,020150,TOWN NILES,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020150002,0,2004,1486915,NA,0.034,NA,46237615,NA,NA,1,98042,98042,0.003,NA,98042,0.003,NA,NA,NA,135560.53,020150,GENERAL ASSISTANCE NILES,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020150003,0,NA,0,NA,0,NA,46237615,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,020150,ROAD AND BRIDGE NILES,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020160000,0,2005,1065344,NA,0.02,NA,76514256,NA,NA,1,568138,568138,0.011,NA,568138,0.011,NA,NA,NA,598435.1,020160,TOWN NORTHFIELD,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020160002,0,2005,1065344,NA,0.02,NA,76514256,NA,NA,1,422300,422300,0.008,NA,422300,0.008,NA,NA,NA,435225.53,020160,GENERAL ASSISTANCE NORTHFIELD,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020160003,0,2005,1850334,NA,0.035,NA,76514256,NA,NA,1,2137585,2137585,0.04,1871469,1871469,0.035,CLERK,0.875,NA,1904111.68,020160,ROAD AND BRIDGE NORTHFIELD,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020160006,0,2004,61831,574134642,0.011,583389172,2618726,576753368,576753368,1,58710,58710,0.011,NA,58710,0.011,NA,NA,NA,63442.87,020160,NORTHFIELD TOWNSHIP SPECIAL POLICE DISTRICT,MISCELLANEOUS,POLICE,NA,NA,NA,NA,NA,NA
2006,020170000,0,2005,502127,854574365,0.059,851960611,11601293,866175658,866175658,1,473825,473825,0.055,NA,473825,0.055,NA,NA,NA,476396.61,020170,TOWN NORWOOD PARK,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020170002,0,2005,502127,854574365,0.059,851960611,11601293,866175658,866175658,1,5150,5150,0.001,NA,5150,0.001,NA,NA,NA,8661.76,020170,GENERAL ASSISTANCE NORWOOD PARK,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020170003,0,2004,196231,854574365,0.023,851960611,11601293,866175658,866175658,1,185400,185400,0.022,NA,185400,0.022,NA,NA,NA,190558.64,020170,ROAD AND BRIDGE NORWOOD PARK,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020170006,0,NA,0,NA,0,36844237,920548,37358818,37358818,1,0,0,0,NA,0,0,NA,NA,NA,0,020170,NORWOOD PARK TOWNSHIP SPECIAL POLICE DISTRICT,MISCELLANEOUS,POLICE,NA,NA,NA,NA,NA,NA
2006,020180000,0,2004,3488461,1457583153,0.24,1481423309,4406160,1461989313,1461989313,1,1908552,1908552,0.131,1840644,1840644,0.126,CLERK,0.9638549999999999,NA,1842106.53,020180,TOWN OAK PARK,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020180002,0,2005,3488461,1457583153,0.24,1481423309,4406160,1461989313,1461989313,1,415090,415090,0.029,400584,400584,0.028,CLERK,0.9638549999999999,NA,409357.01,020180,GENERAL ASSISTANCE OAK PARK,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020180004,0,2005,3488461,1457583153,0.24,1481423309,4406160,1461989313,1461989313,1,1309529,1309529,0.09,1263157,1263157,0.087,CLERK,0.9638549999999999,NA,1271930.7,020180,OAK PARK MENTAL HEALTH DISTRICT,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020190000,0,2005,1935434,NA,0.064,NA,62854998,NA,NA,1,1857813,1857813,0.06,1830719,1830719,0.059,CLERK,0.984615,NA,1836949.37,020190,TOWN ORLAND,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020190002,0,2005,1935434,NA,0.064,NA,62854998,NA,NA,1,162966,162966,0.006,158787,158787,0.006,CLERK,0.984615,NA,186808.41,020190,GENERAL ASSISTANCE ORLAND,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020190003,0,2004,1109202,NA,0.037,NA,62854998,NA,NA,1,1087015,1087015,0.035,NA,1087015,0.035,NA,NA,NA,1089715.73,020190,ROAD AND BRIDGE ORLAND,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020200000,0,2005,1586613,NA,0.047,NA,25834017,NA,NA,1,1364472,1364472,0.04,1309335,1309335,0.039,CLERK,0.959183,NA,1340264.66,020200,TOWN PALATINE,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020200002,0,2005,1586613,NA,0.047,NA,25834017,NA,NA,1,295018,295018,0.009,281799,281799,0.009,CLERK,0.959183,NA,309291.84,020200,GENERAL ASSISTANCE PALATINE,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020200003,0,2005,2432809,NA,0.072,NA,25834017,NA,NA,1,2544568,2544568,0.074,2474334,2474334,0.072,CLERK,0.9729720000000001,NA,2474334.75,020200,ROAD AND BRIDGE PALATINE,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020210000,0,2005,683712,1555187229,0.044,1563271605,21095695,1576282924,1576282924,1,658737,658737,0.042,644699,644699,0.041,CLERK,0.977777,NA,646276,020210,TOWN OF PALOS,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020210002,0,2004,683712,1555187229,0.044,1563271605,21095695,1576282924,1576282924,1,50676,50676,0.004,48864,48864,0.004,CLERK,0.977777,NA,63051.32,020210,GENERAL ASSISTANCE PALOS,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020210003,0,2005,533419,1555187229,0.035,1563271605,21095695,1576282924,1576282924,1,532586,532586,0.034,NA,532586,0.034,NA,NA,NA,535936.19,020210,ROAD AND BRIDGE PALOS,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020220000,0,2005,6890357,NA,0.212,NA,13964108,NA,NA,1,2098165,2098165,0.065,2004702,2004702,0.062,CLERK,0.9549540000000001,NA,2030907.48,020220,TOWN PROVISO,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020220002,0,2005,6890357,NA,0.212,NA,13964108,NA,NA,1,1232254,1232254,0.038,1175960,1175960,0.036,CLERK,0.9549540000000001,NA,1179236.6,020220,GENERAL ASSISTANCE PROVISO,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020220003,0,NA,0,NA,0,NA,13964108,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,020220,ROAD AND BRIDGE PROVISO,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020220004,0,2005,6890357,NA,0.212,NA,13964108,NA,NA,1,3942204,3942204,0.121,3763730,3763730,0.115,CLERK,0.9549540000000001,NA,3767005.81,020220,MENTAL HEALTH DISTRICT PROVISO,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020230000,0,2005,3241939,1478989914,0.22,1458297304,48873177,1527863091,1527863091,1,3073455,3073455,0.201,3029750,3029750,0.199,CLERK,0.9865470000000001,NA,3040447.55,020230,TOWN RICH,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020230002,0,2005,3241939,1478989914,0.22,1458297304,48873177,1527863091,1527863091,1,336038,336038,0.022,331546,331546,0.022,CLERK,0.9865470000000001,NA,336129.88,020230,GENERAL ASSISTANCE RICH,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020230003,0,2005,874570,1478989914,0.06,1458297304,48873177,1527863091,1527863091,1,865612,865612,0.057,NA,865612,0.057,NA,NA,NA,870881.96,020230,ROAD AND BRIDGE RICH,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020240000,0,2005,470195,486007483,0.097,488961811,5716150,491723633,491723633,1,467176,467176,0.095,NA,467176,0.095,NA,NA,NA,467137.45,020240,TOWN RIVER FOREST,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020240002,0,NA,0,NA,0,488961811,5716150,491723633,491723633,1,0,0,0,NA,0,0,NA,NA,NA,0,020240,GENERAL ASSISTANCE RIVER FOREST,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020250000,0,2005,866569,605820505,0.143,607300984,3252654,609073159,609073159,1,438986,438986,0.073,NA,438986,0.073,NA,NA,NA,444623.41,020250,TOWN RIVERSIDE,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020250002,0,2005,866569,605820505,0.143,607300984,3252654,609073159,609073159,1,25750,25750,0.005,NA,25750,0.005,NA,NA,NA,30453.66,020250,GENERAL ASSISTANCE RIVERSIDE,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020250003,0,NA,0,NA,0,607300984,3252654,609073159,609073159,1,0,0,0,NA,0,0,NA,NA,NA,0,020250,ROAD AND BRIDGE RIVERSIDE,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020250004,0,2005,866569,605820505,0.143,607300984,3252654,609073159,609073159,1,404095,404095,0.067,NA,404095,0.067,NA,NA,NA,408079.02,020250,RIVERSIDE MENTAL HEALTH DISTRICT,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020260000,0,2005,3941443,NA,0.079,NA,40309486,NA,NA,1,4153151,4153151,0.083,3656191,4012220,0.08,CLERK,0.9634139999999999,357561.57,4028862.72,020260,TOWN SCHAUMBURG,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020260002,0,2005,3941443,NA,0.079,NA,40309486,NA,NA,1,325033,325033,0.007,312236,312236,0.007,CLERK,0.9634139999999999,NA,352525.49,020260,GENERAL ASSISTANCE SCHAUMBURG,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020260003,0,2005,828687,NA,0.017,NA,40309486,NA,NA,1,866754,866754,0.018,815844,815844,0.017,CLERK,0.9444440000000001,NA,856133.33,020260,ROAD AND BRIDGE SCHAUMBURG,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020260006,0,NA,0,NA,0,64934295,293129,63785610,63785610,1,0,0,0,NA,0,0,NA,NA,NA,0,020260,SCHAUMBURG TOWNSHIP SPECIAL POLICE DISTRICT,MISCELLANEOUS,POLICE,NA,NA,NA,NA,NA,NA
2006,020270000,0,2005,4688660,1169748880,0.401,1222234048,59183845,1228932725,1228932725,1,2392054,2392054,0.195,2379213,2379213,0.194,CLERK,0.995037,NA,2384129.49,020270,TOWN STICKNEY,MUNICIPALITY/TOWNSHIP,TOWNSHIP,NA,NA,NA,NA,NA,NA
2006,020270002,0,2005,4688660,1169748880,0.401,1222234048,59183845,1228932725,1228932725,1,112307,112307,0.01,111832,111832,0.01,CLERK,0.995037,NA,122893.27,020270,GENERAL ASSISTANCE STICKNEY,MUNICIPALITY/TOWNSHIP,GEN ASST,NA,NA,NA,NA,NA,NA
2006,020270003,0,2005,518153,1169748880,0.045,1222234048,59183845,1228932725,1228932725,1,546165,546165,0.045,NA,546165,0.045,NA,NA,NA,553019.73,020270,ROAD AND BRIDGE STICKNEY,MUNICIPALITY/TOWNSHIP,INFRA,NA,NA,NA,NA,NA,NA
2006,020270004,0,2005,4688660,1169748880,0.401,1222234048,59183845,1228932725,1228932725,1,2437766,2437766,0.199,2427141,2427141,0.198,CLERK,0.995037,NA,2433286.8,020270,STICKNEY PUBLIC HEALTH DISTRICT,MUNICIPALITY/TOWNSHIP,HEALTH,NA,NA,NA,NA,NA,NA
2006,020270100,1,NA,NA,NA,NA,107114265,641116,106601577,106601577,1,96818,96818,0.091,NA,96818,0.091,NA,NA,NA,97007.44,020270,STICKNEY TOWNSHIP SPECIAL SERVICE AREA 1,MUNICIPALITY/TOWNSHIP,SSA,NA,NA,NA,NA,NA,NA
