year,agency_group,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,av,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type,assess_year_av,est_value,r
2014,School District 147,SCHOOL DISTRICT 147,040990000,5110087,SCHOOL,ELEMENTARY,81244770,29811312.51605328,South,1,1,0,NA,0,School District 147_0_0,04,School,29811312.51605328,29811312.51605328,-0.013935549656198365
2015,School District 147,SCHOOL DISTRICT 147,040990000,5170979,SCHOOL,ELEMENTARY,79695029,29865103.61626382,South,1,0,0,NA,0,School District 147_0_0,04,School,29811312.51605328,29395875.490169372,-0.013935549656198365
2016,School District 147,SCHOOL DISTRICT 147,040990000,5220360,SCHOOL,ELEMENTARY,82777545,29529660.744863015,South,1,0,0,NA,0,School District 147_0_0,04,School,29811312.51605328,28986227.807588693,-0.013935549656198365
2017,School District 147,SCHOOL DISTRICT 147,040990000,5333990,SCHOOL,ELEMENTARY,84680747,28582288.79063017,South,1,1,0,NA,0,School District 147_0_0,04,School,28582288.79063017,28582288.79063017,0.027467323585486092
2018,School District 147,SCHOOL DISTRICT 147,040990000,5558945,SCHOOL,ELEMENTARY,85447672,29354382.493386928,South,1,0,0,NA,0,School District 147_0_0,04,School,28582288.79063017,29367367.76565622,0.027467323585486092
2019,School District 147,SCHOOL DISTRICT 147,040990000,5667622,SCHOOL,ELEMENTARY,86496472,29662713.30589849,South,1,0,0,NA,0,School District 147_0_0,04,School,28582288.79063017,30174010.758929476,0.027467323585486092
2020,School District 147,SCHOOL DISTRICT 147,040990000,5846293,SCHOOL,ELEMENTARY,99934458,31002810.076316934,South,1,1,0,NA,0,School District 147_0_0,04,School,31002810.076316934,31002810.076316934,0.08053336636619934
2021,School District 147,SCHOOL DISTRICT 147,040990000,6019871,SCHOOL,ELEMENTARY,93497024,31137650.7809638,South,1,0,0,NA,0,School District 147_0_0,04,School,31002810.076316934,33499570.73857466,0.08053336636619934
2022,School District 147,SCHOOL DISTRICT 147,040990000,6315212,SCHOOL,ELEMENTARY,93480675,31973415.53510962,South,1,0,0,NA,0,School District 147_0_0,04,School,31002810.076316934,36197403.94197471,0.08053336636619934
2023,School District 147,SCHOOL DISTRICT 147,040990000,6546659,SCHOOL,ELEMENTARY,117975042,39112502.73513907,South,1,1,0,NA,0,School District 147_0_0,04,School,39112502.73513907,39112502.73513907,0.08053336636619934
2006,School District 149,SCHOOL DISTRICT 149,041010000,12281121,SCHOOL,ELEMENTARY,341406064,126091765.40109323,South,1,0,0,NA,0,School District 149_0_0,04,School,NA,NA,NA
2007,School District 149,SCHOOL DISTRICT 149,041010000,14665166,SCHOOL,ELEMENTARY,359601097,126446463.30742994,South,1,0,0,NA,0,School District 149_0_0,04,School,NA,NA,NA
2008,School District 149,SCHOOL DISTRICT 149,041010000,15157996,SCHOOL,ELEMENTARY,391390242,131400739.27348419,South,1,1,0,NA,0,School District 149_0_0,04,School,131400739.27348419,131400739.27348419,-0.08209537834628056
2009,School District 149,SCHOOL DISTRICT 149,041010000,12596575,SCHOOL,ELEMENTARY,392883599,116579211.00264087,South,1,0,0,NA,0,School District 149_0_0,04,School,131400739.27348419,120613345.86784653,-0.08209537834628056
2010,School District 149,SCHOOL DISTRICT 149,041010000,13543075,SCHOOL,ELEMENTARY,396206970,120062718.18181819,South,1,0,0,NA,0,School District 149_0_0,04,School,131400739.27348419,110711547.60521488,-0.08209537834628056
2011,School District 149,SCHOOL DISTRICT 149,041010000,13736772,SCHOOL,ELEMENTARY,301880218,101622641.2172625,South,1,1,0,NA,0,School District 149_0_0,04,School,101622641.2172625,101622641.2172625,-0.04896757413143249
2012,School District 149,SCHOOL DISTRICT 149,041010000,14125563,SCHOOL,ELEMENTARY,269619203,96100371.75648703,South,1,0,0,NA,0,School District 149_0_0,04,School,101622641.2172625,96646427.00002424,-0.04896757413143249
2013,School District 149,SCHOOL DISTRICT 149,041010000,14340852,SCHOOL,ELEMENTARY,246242526,92499352.39096953,South,1,0,0,NA,0,School District 149_0_0,04,School,101622641.2172625,91913885.92136247,-0.04896757413143249
2014,School District 149,SCHOOL DISTRICT 149,041010000,14121468,SCHOOL,ELEMENTARY,238226883,87413085.89880013,South,1,1,0,NA,0,School District 149_0_0,04,School,87413085.89880013,87413085.89880013,-0.01554084992619098
2015,School District 149,SCHOOL DISTRICT 149,041010000,14235231,SCHOOL,ELEMENTARY,231115178,86608648.3042908,South,1,0,0,NA,0,School District 149_0_0,04,School,87413085.89880013,86054612.24926165,-0.01554084992619098
2016,School District 149,SCHOOL DISTRICT 149,041010000,14901954,SCHOOL,ELEMENTARY,242622986,86552149.68607306,South,1,0,0,NA,0,School District 149_0_0,04,School,87413085.89880013,84717250.43483932,-0.01554084992619098
2017,School District 149,SCHOOL DISTRICT 149,041010000,14920758,SCHOOL,ELEMENTARY,247091172,83400672.35967192,South,1,1,0,NA,0,School District 149_0_0,04,School,83400672.35967192,83400672.35967192,0.04948183345386181
2018,School District 149,SCHOOL DISTRICT 149,041010000,15322207,SCHOOL,ELEMENTARY,236735505,81327254.45738432,South,1,0,0,NA,0,School District 149_0_0,04,School,83400672.35967192,87527490.5393133,0.04948183345386181
2019,School District 149,SCHOOL DISTRICT 149,041010000,14287904,SCHOOL,ELEMENTARY,233731713,80154908.436214,South,1,0,0,NA,0,School District 149_0_0,04,School,83400672.35967192,91858511.24881406,0.04948183345386181
2020,School District 149,SCHOOL DISTRICT 149,041010000,14635033,SCHOOL,ELEMENTARY,310748134,96403838.8037476,South,1,1,0,NA,0,School District 149_0_0,04,School,96403838.8037476,96403838.8037476,0.07876080774945082
2021,School District 149,SCHOOL DISTRICT 149,041010000,15220476,SCHOOL,ELEMENTARY,273468326,91074141.93892165,South,1,0,0,NA,0,School District 149_0_0,04,School,96403838.8037476,103996683.01807861,0.07876080774945082
2022,School District 149,SCHOOL DISTRICT 149,041010000,17428343,SCHOOL,ELEMENTARY,265527187,90818889.42093922,South,1,0,0,NA,0,School District 149_0_0,04,School,96403838.8037476,112187545.77584608,0.07876080774945082
2023,School District 149,SCHOOL DISTRICT 149,041010000,18029616,SCHOOL,ELEMENTARY,365043266,121023527.50058018,South,1,1,0,NA,0,School District 149_0_0,04,School,121023527.50058018,121023527.50058018,0.07876080774945082
2006,School District 150,SCHOOL DISTRICT 150,041020000,6143999,SCHOOL,ELEMENTARY,237899912,87863758.3099424,South,1,0,0,NA,0,School District 150_0_0,04,School,NA,NA,NA
2007,School District 150,SCHOOL DISTRICT 150,041020000,6306211,SCHOOL,ELEMENTARY,251055096,88278454.23538099,South,1,0,0,NA,0,School District 150_0_0,04,School,NA,NA,NA
2008,School District 150,SCHOOL DISTRICT 150,041020000,6827951,SCHOOL,ELEMENTARY,272541844,91499981.1992211,South,1,1,0,NA,0,School District 150_0_0,04,School,91499981.1992211,91499981.1992211,-0.07724568165096479
2009,School District 150,SCHOOL DISTRICT 150,041020000,7092170,SCHOOL,ELEMENTARY,275010590,81603094.8636539,South,1,0,0,NA,0,School District 150_0_0,04,School,91499981.1992211,84432002.78043681,-0.07724568165096479
2010,School District 150,SCHOOL DISTRICT 150,041020000,7271835,SCHOOL,ELEMENTARY,273170483,82778934.24242425,South,1,0,0,NA,0,School District 150_0_0,04,School,91499981.1992211,77909995.17250581,-0.07724568165096479
2011,School District 150,SCHOOL DISTRICT 150,041020000,7373572,SCHOOL,ELEMENTARY,213561735,71891784.48798223,South,1,1,0,NA,0,School District 150_0_0,04,School,71891784.48798223,71891784.48798223,-0.0314098593815213
2012,School District 150,SCHOOL DISTRICT 150,041020000,7606082,SCHOOL,ELEMENTARY,196085700,69890825.4918734,South,1,0,0,NA,0,School District 150_0_0,04,School,71891784.48798223,69633673.64652807,-0.0314098593815213
2013,School District 150,SCHOOL DISTRICT 150,041020000,7755529,SCHOOL,ELEMENTARY,184346912,69248680.36512527,South,1,0,0,NA,0,School District 150_0_0,04,School,71891784.48798223,67446489.74907187,-0.0314098593815213
2014,School District 150,SCHOOL DISTRICT 150,041020000,7932111,SCHOOL,ELEMENTARY,178038412,65328004.99027631,South,1,1,0,NA,0,School District 150_0_0,04,School,65328004.99027631,65328004.99027631,-0.004375762666993133
2015,School District 150,SCHOOL DISTRICT 150,041020000,8019745,SCHOOL,ELEMENTARY,171589957,64302026.23196553,South,1,0,0,NA,0,School District 150_0_0,04,School,65328004.99027631,65042145.14493071,-0.004375762666993133
2016,School District 150,SCHOOL DISTRICT 150,041020000,8072182,SCHOOL,ELEMENTARY,177004531,63143739.654680364,South,1,0,0,NA,0,School District 150_0_0,04,School,65328004.99027631,64757536.15442438,-0.004375762666993133
2017,School District 150,SCHOOL DISTRICT 150,041020000,8248141,SCHOOL,ELEMENTARY,191017631,64474172.545313396,South,1,1,0,NA,0,School District 150_0_0,04,School,64474172.545313396,64474172.545313396,-0.007807672148853362
2018,School District 150,SCHOOL DISTRICT 150,041020000,8414873,SCHOOL,ELEMENTARY,183422774,63012392.73077056,South,1,0,0,NA,0,School District 150_0_0,04,School,64474172.545313396,63970779.34401099,-0.007807672148853362
2019,School District 150,SCHOOL DISTRICT 150,041020000,8746758,SCHOOL,ELEMENTARY,179357827,61508171.12482853,South,1,0,0,NA,0,School District 150_0_0,04,School,64474172.545313396,63471316.471786305,-0.007807672148853362
2020,School District 150,SCHOOL DISTRICT 150,041020000,8954504,SCHOOL,ELEMENTARY,202996043,62975753.241918474,South,1,1,0,NA,0,School District 150_0_0,04,School,62975753.241918474,62975753.241918474,0.09872307733015351
2021,School District 150,SCHOOL DISTRICT 150,041020000,9214743,SCHOOL,ELEMENTARY,183656391,61163749.6253372,South,1,0,0,NA,0,School District 150_0_0,04,School,62975753.241918474,69192913.39914505,0.09872307733015351
2022,School District 150,SCHOOL DISTRICT 150,041020000,9575766,SCHOOL,ELEMENTARY,177543001,60725450.96966173,South,1,0,0,NA,0,School District 150_0_0,04,School,62975753.241918474,76023850.73934746,0.09872307733015351
2023,School District 150,SCHOOL DISTRICT 150,041020000,10115477,SCHOOL,ELEMENTARY,251949003,83529159.23482412,South,1,1,0,NA,0,School District 150_0_0,04,School,83529159.23482412,83529159.23482412,0.09872307733015351
2006,School District 151,SCHOOL DISTRICT 151,041030000,11151396,SCHOOL,ELEMENTARY,260877429,96350062.41690059,South,1,0,0,NA,0,School District 151_0_0,04,School,NA,NA,NA
2007,School District 151,SCHOOL DISTRICT 151,041030000,10546508,SCHOOL,ELEMENTARY,271606086,95504794.82400928,South,1,0,0,NA,0,School District 151_0_0,04,School,NA,NA,NA
2008,School District 151,SCHOOL DISTRICT 151,041030000,10235122,SCHOOL,ELEMENTARY,293589782,98566367.420936,South,1,1,0,NA,0,School District 151_0_0,04,School,98566367.420936,98566367.420936,-0.07934383336204054
2009,School District 151,SCHOOL DISTRICT 151,041030000,11225136,SCHOOL,ELEMENTARY,282539144,83837020.85991514,South,1,0,0,NA,0,School District 151_0_0,04,School,98566367.420936,90745733.9891876,-0.07934383336204054
2010,School District 151,SCHOOL DISTRICT 151,041030000,11566829,SCHOOL,ELEMENTARY,274882298,83297666.06060606,South,1,0,0,NA,0,School District 151_0_0,04,School,98566367.420936,83545619.59323344,-0.07934383336204054
2011,School District 151,SCHOOL DISTRICT 151,041030000,10949871,SCHOOL,ELEMENTARY,228489016,76916789.87409951,South,1,1,0,NA,0,School District 151_0_0,04,School,76916789.87409951,76916789.87409951,-0.023786045960893176
2012,School District 151,SCHOOL DISTRICT 151,041030000,12043573,SCHOOL,ELEMENTARY,209599555,74707568.79098944,South,1,0,0,NA,0,School District 151_0_0,04,School,76916789.87409951,75087243.57498981,-0.023786045960893176
2013,School District 151,SCHOOL DISTRICT 151,041030000,12206041,SCHOOL,ELEMENTARY,197354951,74135062.92025092,South,1,0,0,NA,0,School District 151_0_0,04,School,76916789.87409951,73301214.94823833,-0.023786045960893176
2014,School District 151,SCHOOL DISTRICT 151,041030000,11974853,SCHOOL,ELEMENTARY,195016115,71557668.88049023,South,1,1,0,NA,0,School District 151_0_0,04,School,71557668.88049023,71557668.88049023,0.03440819858116506
2015,School District 151,SCHOOL DISTRICT 151,041030000,13477743,SCHOOL,ELEMENTARY,211422277,79228884.017238155,South,1,0,0,NA,0,School District 151_0_0,04,School,71557668.88049023,74019839.3613354,0.03440819858116506
2016,School District 151,SCHOOL DISTRICT 151,041030000,13488072,SCHOOL,ELEMENTARY,217553397,77608945.84760274,South,1,0,0,NA,0,School District 151_0_0,04,School,71557668.88049023,76566728.69302617,0.03440819858116506
2017,School District 151,SCHOOL DISTRICT 151,041030000,13647231,SCHOOL,ELEMENTARY,234649549,79201251.898606,South,1,1,0,NA,0,School District 151_0_0,04,School,79201251.898606,79201251.898606,0.02842565530785479
2018,School District 151,SCHOOL DISTRICT 151,041030000,14434346,SCHOOL,ELEMENTARY,230068118,79036764.57453021,South,1,0,0,NA,0,School District 151_0_0,04,School,79201251.898606,81452599.38502635,0.02842565530785479
2019,School District 151,SCHOOL DISTRICT 151,041030000,14091505,SCHOOL,ELEMENTARY,228094785,78221805.55555555,South,1,0,0,NA,0,School District 151_0_0,04,School,79201251.898606,83767942.8990739,0.02842565530785479
2020,School District 151,SCHOOL DISTRICT 151,041030000,14307794,SCHOOL,ELEMENTARY,277693014,86149101.56977105,South,1,1,0,NA,0,School District 151_0_0,04,School,86149101.56977105,86149101.56977105,0.08545583445858096
2021,School District 151,SCHOOL DISTRICT 151,041030000,14843618,SCHOOL,ELEMENTARY,252218080,83997095.94698106,South,1,0,0,NA,0,School District 151_0_0,04,School,86149101.56977105,93511044.93227288,0.08545583445858096
2022,School District 151,SCHOOL DISTRICT 151,041030000,13749376,SCHOOL,ELEMENTARY,240751077,82344658.13865991,South,1,0,0,NA,0,School District 151_0_0,04,School,86149101.56977105,101502109.30805412,0.08545583445858096
2023,School District 151,SCHOOL DISTRICT 151,041030000,14114352,SCHOOL,ELEMENTARY,332324040,110176056.75828001,South,1,1,0,NA,0,School District 151_0_0,04,School,110176056.75828001,110176056.75828001,0.08545583445858096
2006,School District 152,SCHOOL DISTRICT 152,041040000,5200427,SCHOOL,ELEMENTARY,166639098,61544946.816368744,South,1,0,0,NA,0,School District 152_0_0,04,School,NA,NA,NA
2007,School District 152,SCHOOL DISTRICT 152,041040000,5303456,SCHOOL,ELEMENTARY,173466937,60996145.082457185,South,1,0,0,NA,0,School District 152_0_0,04,School,NA,NA,NA
2008,School District 152,SCHOOL DISTRICT 152,041040000,5542933,SCHOOL,ELEMENTARY,190961748,64111242.86577587,South,1,1,0,NA,0,School District 152_0_0,04,School,64111242.86577587,64111242.86577587,-0.090808031801889455
2009,School District 152,SCHOOL DISTRICT 152,041040000,5531914,SCHOOL,ELEMENTARY,178218595,52882286.87576036,South,1,0,0,NA,0,School District 152_0_0,04,School,64111242.86577587,58289427.084761836,-0.090808031801889455
2010,School District 152,SCHOOL DISTRICT 152,041040000,5626705,SCHOOL,ELEMENTARY,176597315,53514337.87878788,South,1,0,0,NA,0,School District 152_0_0,04,School,64111242.86577587,52996278.93633486,-0.090808031801889455
2011,School District 152,SCHOOL DISTRICT 152,041040000,5693107,SCHOOL,ELEMENTARY,143134770,48183791.153302364,South,1,1,0,NA,0,School District 152_0_0,04,School,48183791.153302364,48183791.153302364,-0.040394688504243215
2012,School District 152,SCHOOL DISTRICT 152,041040000,5825291,SCHOOL,ELEMENTARY,129246265,46067245.865412034,South,1,0,0,NA,0,School District 152_0_0,04,School,48183791.153302364,46237421.91871121,-0.040394688504243215
2013,School District 152,SCHOOL DISTRICT 152,041040000,5896241,SCHOOL,ELEMENTARY,121307200,45568235.603470944,South,1,0,0,NA,0,School District 152_0_0,04,School,48183791.153302364,44369675.6630656,-0.040394688504243215
2014,School District 152,SCHOOL DISTRICT 152,041040000,4258103,SCHOOL,ELEMENTARY,116036124,42577376.43562177,South,1,1,0,NA,0,School District 152_0_0,04,School,42577376.43562177,42577376.43562177,-0.018134051359538383
2015,School District 152,SCHOOL DISTRICT 152,041040000,4301756,SCHOOL,ELEMENTARY,115097242,43131812.62881769,South,1,0,0,NA,0,School District 152_0_0,04,School,42577376.43562177,41805276.10458381,-0.018134051359538383
2016,School District 152,SCHOOL DISTRICT 152,041040000,4333593,SCHOOL,ELEMENTARY,119596999,42664454.55194064,South,1,0,0,NA,0,School District 152_0_0,04,School,42577376.43562177,41047177.0806036,-0.018134051359538383
2017,School District 152,SCHOOL DISTRICT 152,041040000,6220608,SCHOOL,ELEMENTARY,119405181,40302825.46325987,South,1,1,0,NA,0,School District 152_0_0,04,School,40302825.46325987,40302825.46325987,-0.006700000070238743
2018,School District 152,SCHOOL DISTRICT 152,041040000,6445797,SCHOOL,ELEMENTARY,116210479,39922525.335806794,South,1,0,0,NA,0,School District 152_0_0,04,School,40302825.46325987,40032796.52982521,-0.006700000070238743
2019,School District 152,SCHOOL DISTRICT 152,041040000,6523056,SCHOOL,ELEMENTARY,121782482,41763539.780521266,South,1,0,0,NA,0,School District 152_0_0,04,School,40302825.46325987,39764576.790263526,-0.006700000070238743
2020,School District 152,SCHOOL DISTRICT 152,041040000,6879852,SCHOOL,ELEMENTARY,127318350,39498154.122975744,South,1,1,0,NA,0,School District 152_0_0,04,School,39498154.122975744,39498154.122975744,0.09674338139508842
2021,School District 152,SCHOOL DISTRICT 152,041040000,5042038,SCHOOL,ELEMENTARY,114552066,38149687.281446695,South,1,0,0,NA,0,School District 152_0_0,04,School,39498154.122975744,43319339.11169677,0.09674338139508842
2022,School District 152,SCHOOL DISTRICT 152,041040000,5617588,SCHOOL,ELEMENTARY,113548052,38837107.77439546,South,1,0,0,NA,0,School District 152_0_0,04,School,39498154.122975744,47510198.45716283,0.09674338139508842
2023,School District 152,SCHOOL DISTRICT 152,041040000,5817506,SCHOOL,ELEMENTARY,157168823,52106495.70666047,South,1,1,0,NA,0,School District 152_0_0,04,School,52106495.70666047,52106495.70666047,0.09674338139508842
2006,School District 152 1/2,SCHOOL DISTRICT 152 1/2,041050000,5158379,SCHOOL,ELEMENTARY,119009383,43953827.374796875,South,1,0,0,NA,0,School District 152 1/2_0_0,04,School,NA,NA,NA
2007,School District 152 1/2,SCHOOL DISTRICT 152 1/2,041050000,5285731,SCHOOL,ELEMENTARY,123334330,43368026.30190935,South,1,0,0,NA,0,School District 152 1/2_0_0,04,School,NA,NA,NA
2008,School District 152 1/2,SCHOOL DISTRICT 152 1/2,041050000,5542513,SCHOOL,ELEMENTARY,133680543,44880327.33498959,South,1,1,0,NA,0,School District 152 1/2_0_0,04,School,44880327.33498959,44880327.33498959,-0.07047165364814767
2009,School District 152 1/2,SCHOOL DISTRICT 152 1/2,041050000,5550823,SCHOOL,ELEMENTARY,130108724,38606784.36841637,South,1,0,0,NA,0,School District 152 1/2_0_0,04,School,44880327.33498959,41717536.45142271,-0.07047165364814767
