agency_group,year,av,assess_year_av,av_true,rate_smooth,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type
Bedford Park Park District,2022,166263834.52474603,165307430.97350624,193336329.8511703,0.1695561942533379,BEDFORD PARK PARK DISTRICT,050060000,1837986,MISCELLANEOUS,PARK,486105573,South,1,0,0,NA,0,Bedford Park Park District_0_0,05,Other
Bedford Park Park District,2023,226117702.15164274,226117702.15164274,226117702.15164274,0,BEDFORD PARK PARK DISTRICT,050060000,2077711,MISCELLANEOUS,PARK,682038825,South,1,1,0,NA,0,Bedford Park Park District_0_0,05,Other
Bedford Park Public Library District,2006,166329000.59092924,NA,NA,NA,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,872329,MISCELLANEOUS,LIBRARY,450352402,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2007,165514031.08407468,NA,NA,NA,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,912695,MISCELLANEOUS,LIBRARY,470705353,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2008,174033239.44134828,174033239.44134828,174033239.44134828,0,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,969359,MISCELLANEOUS,LIBRARY,518375407,South,1,1,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2009,143198444.25981426,174033239.44134828,156929524.02365363,-0.09827844078865666,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1040950,MISCELLANEOUS,LIBRARY,482593077,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2010,133340716.36363637,174033239.44134828,149018739.03520584,-0.14373403889072978,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1078056,MISCELLANEOUS,LIBRARY,440024364,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2011,127599673.80327205,127599673.80327205,127599673.80327205,0,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1096581,MISCELLANEOUS,LIBRARY,379047591,South,1,1,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2012,126395608.42600513,127599673.80327205,125491364.8814213,-0.01652283943218591,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1139731,MISCELLANEOUS,LIBRARY,354615519,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2013,123228503.81277938,127599673.80327205,124450309.83749825,-0.024681598877982713,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1166531,MISCELLANEOUS,LIBRARY,328046600,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2014,121378677.20984846,121378677.20984846,121378677.20984846,0,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1215992,MISCELLANEOUS,LIBRARY,330793309,South,1,1,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2015,120433240.77196927,121378677.20984846,124162236.18786076,0.022932849838195768,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1248544,MISCELLANEOUS,LIBRARY,321376103,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2016,121555008.56164384,121378677.20984846,125577863.062506,0.034595745720623405,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1300273,MISCELLANEOUS,LIBRARY,340743000,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2017,129922322.88115571,129922322.88115571,129922322.88115571,0,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1346065,MISCELLANEOUS,LIBRARY,384920866,South,1,1,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2018,131982148.8199526,129922322.88115571,137996238.10997275,0.06214417237754066,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1385375,MISCELLANEOUS,LIBRARY,384186837,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2019,135432570.6447188,129922322.88115571,142219446.0296761,0.09464980979264803,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1427638,MISCELLANEOUS,LIBRARY,394921376,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2020,155680489.54520074,155680489.54520074,155680489.54520074,0,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1497429,MISCELLANEOUS,LIBRARY,501820490,South,1,1,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2021,157882128.75079095,155680489.54520074,173661532.25092244,0.11549965418435448,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1564299,MISCELLANEOUS,LIBRARY,474072668,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2022,158432460.92280328,155680489.54520074,183416477.4864525,0.17815969118724295,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1705521,MISCELLANEOUS,LIBRARY,463208986,South,1,0,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Bedford Park Public Library District,2023,216093900.47409075,216093900.47409075,216093900.47409075,0,BEDFORD PARK PUBLIC LIBRARY DISTRICT,060050000,1891319,MISCELLANEOUS,LIBRARY,651804032,South,1,1,0,NA,0,Bedford Park Public Library District_0_0,06,Other
Berkeley Park District,2006,32809006.130890828,NA,NA,NA,BERKELEY PARK DISTRICT,050080000,159458,MISCELLANEOUS,PARK,88833665,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2007,32890660.712401982,NA,NA,NA,BERKELEY PARK DISTRICT,050080000,164265,MISCELLANEOUS,PARK,93537750,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2008,33325927.617001273,33325927.617001273,33325927.617001273,0,BERKELEY PARK DISTRICT,050080000,171332,MISCELLANEOUS,PARK,99264608,South,1,1,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2009,29670124.03192784,33325927.617001273,30978492.991168845,-0.0704386882432908,BERKELEY PARK DISTRICT,050080000,171805,MISCELLANEOUS,PARK,99991285,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2010,30692964.84848485,33325927.617001273,29867529.884491038,-0.10377498781897154,BERKELEY PARK DISTRICT,050080000,176509,MISCELLANEOUS,PARK,101286784,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2011,26768027.33454521,26768027.33454521,26768027.33454521,0,BERKELEY PARK DISTRICT,050080000,179486,MISCELLANEOUS,PARK,79517102,South,1,1,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2012,26335773.453093812,26768027.33454521,25833905.92158104,-0.034896908961186246,BERKELEY PARK DISTRICT,050080000,184433,MISCELLANEOUS,PARK,73887646,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2013,25987586.86751061,26768027.33454521,25379141.49127942,-0.05188599914022718,BERKELEY PARK DISTRICT,050080000,187283,MISCELLANEOUS,PARK,69181555,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2014,24062319.377683192,24062319.377683192,24062319.377683192,0,BERKELEY PARK DISTRICT,050080000,193910,MISCELLANEOUS,PARK,65577039,South,1,1,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2015,23690475.173318345,24062319.377683192,24512677.471365083,0.018716321008505066,BERKELEY PARK DISTRICT,050080000,191263,MISCELLANEOUS,PARK,63218033,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2016,23793595.5336758,24062319.377683192,24741007.619216684,0.028205437342958106,BERKELEY PARK DISTRICT,050080000,192841,MISCELLANEOUS,PARK,66698207,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2017,25438838.55942215,25438838.55942215,25438838.55942215,0,BERKELEY PARK DISTRICT,050080000,197714,MISCELLANEOUS,PARK,75367647,South,1,1,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2018,25212916.28018826,25438838.55942215,26795736.8586461,0.05333963247002771,BERKELEY PARK DISTRICT,050080000,201592,MISCELLANEOUS,PARK,73392278,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2019,25173270.233196158,25438838.55942215,27501090.59752046,0.08106706732232016,BERKELEY PARK DISTRICT,050080000,205587,MISCELLANEOUS,PARK,73405256,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2020,29730523.36042688,29730523.36042688,29730523.36042688,0,BERKELEY PARK DISTRICT,050080000,210173,MISCELLANEOUS,PARK,95833369,South,1,1,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2021,27811677.82329237,29730523.36042688,31758195.956417065,0.06820171213969073,BERKELEY PARK DISTRICT,050080000,214040,MISCELLANEOUS,PARK,83510125,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2022,27787314.019906282,29730523.36042688,32823316.385625795,0.1040275338481127,BERKELEY PARK DISTRICT,050080000,227424,MISCELLANEOUS,PARK,81241770,South,1,0,0,NA,0,Berkeley Park District_0_0,05,Other
Berkeley Park District,2023,36237845.0419388,36237845.0419388,36237845.0419388,0,BERKELEY PARK DISTRICT,050080000,234714,MISCELLANEOUS,PARK,109304212,South,1,1,0,NA,0,Berkeley Park District_0_0,05,Other
Berwyn Cicero Stickney High School 201,2006,729646756.9064856,NA,NA,NA,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,39523593,SCHOOL,SECONDARY,1975591559,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2007,725452994.1277822,NA,NA,NA,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,40420235,SCHOOL,SECONDARY,2063115770,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2008,765148044.7189955,765148044.7189955,765148044.7189955,0,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,41822058,SCHOOL,SECONDARY,2279069966,South,1,1,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2009,672966390.9082817,765148044.7189955,705759167.9448123,-0.07761749792616146,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,41902321,SCHOOL,SECONDARY,2267964034,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2010,698605722.7272727,765148044.7189955,677816374.5790956,-0.11413695786411227,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,42817377,SCHOOL,SECONDARY,2305398885,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2011,600452475.594156,600452475.594156,600452475.594156,0,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,43757565,SCHOOL,SECONDARY,1783704124,South,1,1,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2012,584864756.5583119,600452475.594156,574711563.6379431,-0.042869191155789466,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,44827485,SCHOOL,SECONDARY,1640896561,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2013,577813881.5221065,600452475.594156,562257922.3766738,-0.06360961902886342,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,45438709,SCHOOL,SECONDARY,1538198334,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2014,526492910.13833344,526492910.13833344,526492910.13833344,0,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,46140381,SCHOOL,SECONDARY,1434851128,South,1,1,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2015,522335375.30447817,526492910.13833344,544120762.4972106,0.03348165192622554,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,46535980,SCHOOL,SECONDARY,1393851949,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2016,514509480.5936073,526492910.13833344,553154797.4609097,0.050640543887990885,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,46883427,SCHOOL,SECONDARY,1442272976,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2017,581166857.2585818,581166857.2585818,581166857.2585818,0,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,49493454,SCHOOL,SECONDARY,1721823048,South,1,1,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2018,570458295.7161015,581166857.2585818,606838142.967575,0.04417197124778771,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,50414649,SCHOOL,SECONDARY,1660547053,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2019,562602168.3813443,581166857.2585818,620095937.7428442,0.06698434364942041,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,51308666,SCHOOL,SECONDARY,1640547923,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2020,661632657.1322206,661632657.1322206,661632657.1322206,0,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,52471519,SCHOOL,SECONDARY,2132706707,South,1,1,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2021,649788002.7974823,661632657.1322206,723812498.7057087,0.09397940217008083,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,53214388,SCHOOL,SECONDARY,1951118436,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2022,656813996.6480829,661632657.1322206,757060610.5951464,0.14423102069439642,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,56163056,SCHOOL,SECONDARY,1920327082,South,1,0,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Cicero Stickney High School 201,2023,866252235.1888074,866252235.1888074,866252235.1888074,0,BERWYN CICERO STICKNEY HIGH SCHOOL 201,042030000,58041380,SCHOOL,SECONDARY,2612876617,South,1,1,0,NA,0,Berwyn Cicero Stickney High School 201_0_0,04,School
Berwyn Park District,2006,186412226.69522825,NA,NA,NA,BERWYN PARK DISTRICT,050090000,1618127,MISCELLANEOUS,PARK,504729745,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2007,185335505.81947327,NA,NA,NA,BERWYN PARK DISTRICT,050090000,1683118,MISCELLANEOUS,PARK,527075645,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2008,194973545.2897334,194973545.2897334,194973545.2897334,0,BERWYN PARK DISTRICT,050090000,1741065,MISCELLANEOUS,PARK,580748202,South,1,1,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2009,169831692.5313789,194973545.2897334,183120929.52600944,-0.06079089214955191,BERWYN PARK DISTRICT,050090000,1753366,MISCELLANEOUS,PARK,572349787,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2010,177485287.87878788,194973545.2897334,177467622.78463456,-0.08978614241785876,BERWYN PARK DISTRICT,050090000,1793152,MISCELLANEOUS,PARK,585701450,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2011,161533489.53073454,161533489.53073454,161533489.53073454,0,BERWYN PARK DISTRICT,050090000,1512118,MISCELLANEOUS,PARK,479851384,South,1,1,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2012,156636986.02794412,161533489.53073454,153749179.41440275,-0.04819006968118944,BERWYN PARK DISTRICT,050090000,1639639,MISCELLANEOUS,PARK,439460728,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2013,155984630.55482513,161533489.53073454,149998847.533241,-0.07140712449785147,BERWYN PARK DISTRICT,050090000,1644068,MISCELLANEOUS,PARK,415246685,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2014,139287861.1529006,139287861.1529006,139287861.1529006,0,BERWYN PARK DISTRICT,050090000,1662306,MISCELLANEOUS,PARK,379601208,South,1,1,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2015,138971655.6117669,139287861.1529006,145229854.45109195,0.042659807172059416,BERWYN PARK DISTRICT,050090000,1689354,MISCELLANEOUS,PARK,370845863,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2016,137158556.64954337,139287861.1529006,148295242.44570076,0.06466738176783737,BERWYN PARK DISTRICT,050090000,1700489,MISCELLANEOUS,PARK,384482866,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2017,157885107.50329092,157885107.50329092,157885107.50329092,0,BERWYN PARK DISTRICT,050090000,1779350,MISCELLANEOUS,PARK,467766208,South,1,1,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2018,154103855.85214195,157885107.50329092,161229154.98649046,0.021180259088906306,BERWYN PARK DISTRICT,050090000,1817922,MISCELLANEOUS,PARK,448580914,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2019,149180029.1495199,157885107.50329092,162927646.1275941,0.03193802572036808,BERWYN PARK DISTRICT,050090000,1872818,MISCELLANEOUS,PARK,435008965,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2020,168131233.4801762,168131233.4801762,168131233.4801762,0,BERWYN PARK DISTRICT,050090000,1921098,MISCELLANEOUS,PARK,541954218,South,1,1,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2021,164683480.2011523,168131233.4801762,181863442.9852171,0.08167554130660681,BERWYN PARK DISTRICT,050090000,2015410,MISCELLANEOUS,PARK,494495086,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2022,164748148.2368232,168131233.4801762,189144585.49416372,0.12498184649591071,BERWYN PARK DISTRICT,050090000,2078780,MISCELLANEOUS,PARK,481674161,South,1,0,0,NA,0,Berwyn Park District_0_0,05,Other
Berwyn Park District,2023,212784225.04392797,212784225.04392797,212784225.04392797,0,BERWYN PARK DISTRICT,050090000,2139030,MISCELLANEOUS,PARK,641821058,South,1,1,0,NA,0,Berwyn Park District_0_0,05,Other
Blue Island Park District,2006,88844002.06825234,NA,NA,NA,BLUE ISLAND PARK DISTRICT,050100000,1138288,MISCELLANEOUS,PARK,240554020,South,1,0,0,NA,0,Blue Island Park District_0_0,05,Other
Blue Island Park District,2007,88139315.02514152,NA,NA,NA,BLUE ISLAND PARK DISTRICT,050100000,1174092,MISCELLANEOUS,PARK,250659398,South,1,0,0,NA,0,Blue Island Park District_0_0,05,Other
Blue Island Park District,2008,95509094.54105955,95509094.54105955,95509094.54105955,0,BLUE ISLAND PARK DISTRICT,050100000,1238148,MISCELLANEOUS,PARK,284483389,South,1,1,0,NA,0,Blue Island Park District_0_0,05,Other
Blue Island Park District,2009,85483791.5788849,95509094.54105955,89502989.65210113,-0.06288516206565431,BLUE ISLAND PARK DISTRICT,050100000,1259855,MISCELLANEOUS,PARK,288088926,South,1,0,0,NA,0,Blue Island Park District_0_0,05,Other
Blue Island Park District,2010,87210027.27272728,95509094.54105955,86643093.39938274,-0.09282886812276614,BLUE ISLAND PARK DISTRICT,050100000,1311996,MISCELLANEOUS,PARK,287793090,South,1,0,0,NA,0,Blue Island Park District_0_0,05,Other
