year,agency_num,agency_name,triad_name,reassess_year
2009,030760000,VILLAGE OF MC COOK,South,0
2009,030770000,VILLAGE OF MELROSE PARK,North,0
2009,030770001,VILLAGE OF MELROSE PARK LIBRARY FUND,North,0
2009,030770100,VILLAGE OF MELROSE PARK SPECIAL SERVICE AREA 1,South,0
2009,030780000,VILLAGE OF MERRIONETTE PARK,South,0
2009,030800000,VILLAGE OF MIDLOTHIAN,South,0
2009,030800001,VILLAGE OF MIDLOTHIAN LIBRARY FUND,South,0
2009,030810000,VILLAGE OF MORTON GROVE,North,0
2009,030810001,VILLAGE OF MORTON GROVE LIBRARY FUND,North,0
2009,030810100,VILLAGE OF MORTON GROVE SPECIAL SERVICE AREA 1,North,0
2009,030820000,VILLAGE OF MT PROSPECT,North,0
2009,030820001,VILLAGE OF MOUNT PROSPECT LIBRARY FUND,North,0
2009,030820100,MT PROSPECT SPECIAL SERVICE AREA 1,North,0
2009,030820104,VILLAGE MT PROSPECT SPECIAL SERVICE AREA 5,North,0
2009,030820105,VILLAGE OF MOUNT PROSPECT SPECIAL SERVICE AREA 6,North,0
2009,030830000,VILLAGE OF NILES,North,0
2009,030830100,VILLAGE OF NILES SPECIAL SERVICE AREA 2008 - 1,North,0
2009,030840000,VILLAGE OF NORRIDGE,North,0
2009,030850000,CITY OF NORTH LAKE,North,0
2009,030860000,VILLAGE OF NORTH RIVERSIDE,South,0
2009,030870000,VILLAGE OF NORTHBROOK,North,0
2009,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,North,0
2009,030870100,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 1,North,0
2009,030870101,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 2,North,0
2009,030870102,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 3,North,0
2009,030870103,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 4,North,0
2009,030870104,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 5,North,0
2009,030880000,VILLAGE OF NORTHFIELD,North,0
2009,030880100,VILLAGE OF NORTHFIELD SPECIAL SERVICE AREA 1,North,0
2009,030880101,VILLAGE OF NORTHFIELD SPECIAL SERVICE AREA 4 - 1,North,0
2009,030880102,VILLAGE OF NORTHFIELD SPECIAL SERVICE AREA 8 - 1,North,0
2009,030880103,VILLAGE OF NORTHFIELD SPECIAL SERVICE AREA 9 - 1,North,0
2009,030890000,VILLAGE OF OAK BROOK,South,0
2009,030900000,CITY OF OAK FOREST,South,0
2009,030910000,VILLAGE OF OAK LAWN,South,0
2009,030910001,VILLAGE OF OAK LAWN LIBRARY FUND,South,0
2009,030910100,VILLAGE OAK LAWN SPECIAL SERVICE AREA 1,South,0
2009,030910101,VILLAGE OF OAK LAWN SPECIAL SERVICE AREA 2001 - 1,South,0
2009,030920000,VILLAGE OF OAK PARK,South,0
2009,030920001,VILLAGE OF OAK PARK LIBRARY FUND,South,0
2009,030920100,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 1,South,0
2009,030920101,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 2,South,0
2009,030920102,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 3,South,0
2009,030920103,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 4,South,0
2009,030920104,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 5,South,0
2009,030920105,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 6,South,0
2009,030930000,VILLAGE OF OLYMPIA FIELDS,South,0
2009,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,South,0
2009,030930100,VILLAGE OF OLYMPIA FIELDS SPECIAL SERVICE AREA 1,South,0
2009,030940000,VILLAGE OF ORLAND HILLS,South,0
2009,030940100,VILLAGE OF ORLAND HILLS SPECIAL SERVICE AREA 1,South,0
2009,030950000,VILLAGE OF ORLAND PARK,South,0
2009,030950001,VILLAGE OF ORLAND PARK LIBRARY FUND,South,0
2009,030960000,VILLAGE OF PALATINE,North,0
2009,030960101,VILLAGE OF PALATINE SPECIAL SERVICE AREA 2,North,0
2009,030960102,VILLAGE OF PALATINE SPECIAL SERVICE AREA 3,North,0
2009,030960104,VILLAGE OF PALATINE SPECIAL SERVICE AREA 5,North,0
2009,030970000,CITY OF PALOS HEIGHTS,South,0
2009,030970001,CITY OF PALOS HEIGHTS LIBRARY FUND,South,0
2009,030970100,CITY OF PALOS HEIGHTS SPECIAL SERVICE AREA,South,0
2009,030980000,CITY OF PALOS HILLS,South,0
2009,030990000,VILLAGE OF PALOS PARK,South,0
2009,030990001,VILLAGE OF PALOS PARK LIBRARY FUND,South,0
2009,031000000,VILLAGE OF PARK FOREST,South,0
2009,031000001,VILLAGE OF PARK FOREST LIBRARY FUND,South,0
2009,031010000,CITY OF PARK RIDGE,North,0
2009,031010001,CITY OF PARK RIDGE LIBRARY FUND,North,0
2009,031010100,SPECIAL SERVICE AREA 1 CITY PARK RIDGE,North,0
2009,031010154,CITY OF PARK RIDGE SPECIAL SERVICE AREA 64,North,0
2009,031010155,CITY OF PARK RIDGE SPECIAL SERVICE AREA 65,North,0
2009,031010156,CITY OF PARK RIDGE SPECIAL SERVICE AREA 66,North,0
2009,031010157,CITY OF PARK RIDGE SPECIAL SERVICE AREA 67,North,0
2009,031010158,CITY OF PARK RIDGE SPECIAL SERVICE AREA 71,North,0
2009,031010159,CITY OF PARK RIDGE SPECIAL SERVICE AREA 72,North,0
2009,031010160,CITY OF PARK RIDGE SPECIAL SERVICE AREA 68,North,0
2009,031010161,CITY OF PARK RIDGE SPECIAL SERVICE AREA 70,North,0
2009,031010162,CITY OF PARK RIDGE SPECIAL SERVICE AREA 69,North,0
2009,031010163,CITY OF PARK RIDGE SPECIAL SERVICE AREA 74,North,0
2009,031010164,CITY OF PARK RIDGE SPECIAL SERVICE AREA 75,North,0
2009,031010165,CITY OF PARK RIDGE SPECIAL SERVICE AREA 73,North,0
2009,031010166,CITY OF PARK RIDGE SPECIAL SERVICE AREA 76,North,0
2009,031010167,CITY OF PARK RIDGE SPECIAL SERVICE AREA 77,North,0
2009,031010168,CITY OF PARK RIDGE SPECIAL SERVICE AREA 78,North,0
2009,031010169,CITY OF PARK RIDGE SPECIAL SERVICE AREA 79,North,0
2009,031010170,CITY OF PARK RIDGE SPECIAL SERVICE AREA 80,North,0
2009,031010171,CITY OF PARK RIDGE SPECIAL SERVICE AREA 81,North,0
2009,031010172,CITY OF PARK RIDGE SPECIAL SERVICE AREA 82,North,0
2009,031010174,CITY OF PARK RIDGE SPECIAL SERVICE AREA 84,North,0
2009,031010175,CITY OF PARK RIDGE SPECIAL SERVICE AREA 85,North,0
2009,031010176,CITY OF PARK RIDGE SPECIAL SERVICE AREA 86,North,0
2009,031010177,CITY OF PARK RIDGE SPECIAL SERVICE AREA 87,North,0
2009,031010178,CITY OF PARK RIDGE SPECIAL SERVICE AREA 88,North,0
2009,031010179,CITY OF PARK RIDGE SPECIAL SERVICE AREA 89,North,0
2009,031010180,CITY OF PARK RIDGE SPECIAL SERVICE AREA 90,North,0
2009,031010181,CITY OF PARK RIDGE SPECIAL SERVICE AREA 91,North,0
2009,031010182,CITY OF PARK RIDGE SPECIAL SERVICE AREA 92,North,0
2009,031010183,CITY OF PARK RIDGE SPECIAL SERVICE AREA 93,North,0
2009,031010184,CITY OF PARK RIDGE SPECIAL SERVICE AREA 94,North,0
2009,031010185,CITY OF PARK RIDGE SPECIAL SERVICE AREA 95,North,0
2009,031010186,CITY OF PARK RIDGE SPECIAL SERVICE AREA 96,North,0
2009,031010188,CITY OF PARK RIDGE SPECIAL SERVICE AREA 98,North,0
2009,031010189,CITY OF PARK RIDGE SPECIAL SERVICE AREA 99,North,0
2009,031010190,CITY OF PARK RIDGE SPECIAL SERVICE AREA 100,North,0
2009,031010191,CITY OF PARK RIDGE SPECIAL SERVICE AREA 101,North,0
2009,031010192,CITY OF PARK RIDGE SPECIAL SERVICE AREA 102,North,0
2009,031010193,CITY OF PARK RIDGE SPECIAL SERVICE AREA 103,North,0
2009,031020000,VILLAGE OF PHOENIX,South,0
2009,031030000,VILLAGE OF POSEN,South,0
2009,031040000,CITY OF PROSPECT HEIGHTS,North,0
2009,031040100,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 1,North,0
2009,031040101,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 2,North,0
2009,031040102,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 3,North,0
2009,031040103,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 4,North,0
2009,031040104,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 5,North,0
2009,031040105,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 6,North,0
2009,031040106,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 7,North,0
2009,031050000,VILLAGE OF RICHTON PARK,South,0
2009,031050100,VILLAGE OF RICHTON PARK SPECIAL SERVICE AREA 1,South,0
2009,031050103,VILLAGE OF RICHTON PARK SPECIAL SERVICE AREA 4,South,0
2009,031050104,VILLAGE OF RICHTON PARK SPECIAL SERVICE AREA 5,South,0
2009,031060000,VILLAGE OF RIVER FOREST,South,0
2009,031060001,VILLAGE OF RIVER FOREST LIBRARY FUND,South,0
2009,031060104,VILLAGE OF RIVERFOREST SPECIAL SERVICE AREA 6,South,0
2009,031060105,VILLAGE OF RIVERFOREST SPECIAL SERVICE AREA 7,South,0
2009,031060106,VILLAGE OF RIVERFOREST SPECIAL SERVICE AREA 8,South,0
2009,031070000,VILLAGE OF RIVER GROVE,North,0
2009,031080000,VILLAGE OF RIVERDALE,South,0
2009,031080100,VILLAGE OF RIVERDALE SPECIAL SERVICE AREA 1,South,0
2009,031090000,VILLAGE OF RIVERSIDE,South,0
2009,031090001,VILLAGE OF RIVERSIDE LIBRARY FUND,South,0
2009,031100000,VILLAGE OF ROBBINS,South,0
2009,031110000,CITY OF ROLLING MEADOWS,North,0
2009,031110001,CITY OF ROLLING MEADOWS LIBRARY FUND,North,0
2009,031110100,CITY ROLLING MEADOWS SPECIAL SERVICE AREA 3,North,0
2009,031110101,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 2,North,0
2009,031110102,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 4,North,0
2009,031110103,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 1,North,0
2009,031110104,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 5,North,0
2009,031120000,VILLAGE OF ROSELLE,North,0
2009,031130000,VILLAGE OF ROSEMONT,North,0
2009,031130100,VILLAGE ROSEMONT SPECIAL SERVICE AREA 1,North,0
2009,031140000,VILLAGE OF SAUK VILLAGE,South,0
2009,031150000,VILLAGE OF SCHAUMBURG,North,0
2009,031150103,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 6,North,0
2009,031150104,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 7,North,0
2009,031150105,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 8,North,0
2009,031150106,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 9,North,0
2009,031150107,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 10,North,0
2009,031150108,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 11,North,0
2009,031150109,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 12,North,0
2009,031150110,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 13,North,0
2009,031160000,VILLAGE OF SCHILLER PARK,North,0
2009,031160001,VILLAGE OF SCHILLER PARK LIBRARY FUND,North,0
2009,031160100,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 1,North,0
2009,031160101,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 7,North,0
2009,031160102,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 4,North,0
2009,031160103,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 5,North,0
2009,031160104,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 9,North,0
2009,031160105,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 6,North,0
2009,031160106,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 8,North,0
2009,031170000,VILLAGE OF SKOKIE,North,0
2009,031170001,VILLAGE OF SKOKIE LIBRARY FUND,North,0
2009,031170100,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 1,North,0
2009,031170101,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 2,North,0
2009,031170102,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 3,North,0
2009,031170103,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 4,North,0
2009,031170104,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 5,North,0
2009,031170105,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 6,North,0
2009,031170106,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 7,North,0
2009,031170107,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 8,North,0
2009,031170108,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 9,North,0
2009,031180000,VILLAGE OF SOUTH BARRINGTON,North,0
2009,031180100,VILLAGE OF SO BARRINGTON SPECIAL SERVICE AREA 1,North,0
2009,031180102,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 3,North,0
2009,031180103,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 4,North,0
2009,031180104,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 5,North,0
2009,031180105,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 6,North,0
2009,031180106,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 7,North,0
2009,031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,South,0
2009,031200000,VILLAGE OF SOUTH HOLLAND,South,0
2009,031200001,VILLAGE OF SOUTH HOLLAND LIBRARY FUND,South,0
2009,031200100,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 1,South,0
2009,031200101,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 2,South,0
2009,031200102,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 3,South,0
2009,031210000,VILLAGE OF STEGER,South,0
2009,031220000,VILLAGE OF STICKNEY,South,0
2009,031230000,VILLAGE OF STONE PARK,South,0
2009,031240000,VILLAGE OF STREAMWOOD,North,0
2009,031240100,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 1,North,0
2009,031240101,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 2 / OAK RIDGE TLS,North,0
2009,031240102,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 3,North,0
2009,031240103,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 4 / LITTLE CREEK,North,0
2009,031240104,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 5,North,0
2009,031240105,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 6,North,0
2009,031240106,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 7,North,0
2009,031240107,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 8,North,0
2009,031240108,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 9,North,0
2009,031240109,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 10,North,0
2009,031240110,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 11,North,0
2009,031240111,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 12,North,0
2009,031240112,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 13,North,0
2009,031240113,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 14,North,0
2009,031240114,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 15,North,0
2009,031240115,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 16,North,0
2009,031240116,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 17,North,0
2009,031240117,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 18,North,0
2009,031240118,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 19,North,0
2009,031240119,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 20,North,0
2009,031240120,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 21,North,0
2009,031240121,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 22,North,0
2009,031240122,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 23,North,0
2009,031240123,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 24,North,0
2009,031240124,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 25,North,0
2009,031240125,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 26,North,0
2009,031240126,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 27,North,0
2009,031240127,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 28,North,0
2009,031240128,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 29,North,0
2009,031250000,VILLAGE OF SUMMIT,South,0
2009,031250100,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 1,South,0
2009,031250101,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 2,South,0
2009,031250102,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 3,South,0
2009,031250103,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 4,South,0
2009,031250104,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 5,South,0
2009,031260000,VILLAGE OF THORNTON,South,0
2009,031260001,VILLAGE OF THORNTON LIBRARY FUND,South,0
2009,031270000,VILLAGE OF TINLEY PARK,South,0
2009,031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,South,0
2009,031270100,VILLAGE OF TINLEY PARK SPECIAL SERVICE AREA 3,South,0
2009,031280000,VILLAGE OF UNIVERSITY PARK,South,0
2009,031290000,VILLAGE OF WESTCHESTER,South,0
2009,031290001,VILLAGE OF WESTCHESTER LIBRARY FUND,South,0
2009,031290100,VILLAGE WESTCHESTER SPECIAL SERVICE AREA 1,South,0
2009,031290101,VILLAGE WESTCHESTER SPECIAL SERVICE AREA 2,South,0
2009,031300000,VILLAGE OF WESTERN SPRINGS,South,0
2009,031300001,VILLAGE OF WESTERN SPRINGS LIBRARY FUND,South,0
2009,031300101,VILLAGE OF WESTERN SPRINGS SPECIAL SERVICE AREA 2,South,0
2009,031300103,VILLAGE WESTERN SPRINGS SPECIAL SERVICE AREA 4,South,0
2009,031300104,VILLAGE WESTERN SPRINGS SPECIAL SERVICE AREA 5,South,0
2009,031310000,VILLAGE OF WHEELING,North,0
2009,031320000,VILLAGE OF WILLOW SPRINGS,South,0
2009,031330000,VILLAGE OF WILMETTE,North,0
2009,031330100,VILLAGE OF WILMETTE SPECIAL SERVICE AREA 1,North,0
2009,031330101,VILLAGE OF WILMETTE SPECIAL SERVICE AREA 2,North,0
2009,031340000,VILLAGE OF WINNETKA,North,0
2009,031340100,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 1,North,0
2009,031340101,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 2,North,0
2009,031350000,VILLAGE OF WORTH,South,0
2009,040030000,SCHOOL DISTRICT CC 15,North,0
2009,040040000,SCHOOL DISTRICT 21 WHEELING COMMUNITY CONSOLIDATED,North,0
2009,040050000,SCHOOL DISTRICT 23 PROSPECT HEIGHTS,North,0
2009,040070000,SCHOOL DISTRICT 25,North,0
2009,040080000,SCHOOL DISTRICT 26,North,0
2009,040090000,SCHOOL DISTRICT 27,North,0
2009,040100000,SCHOOL DISTRICT 28,North,0
2009,040110000,SCHOOL DISTRICT 29,North,0
2009,040120000,SCHOOL DISTRICT 30,North,0
2009,040130000,SCHOOL DISTRICT 31,North,0
2009,040140000,SCHOOL DISTRICT CC 34,North,0
2009,040150000,SCHOOL DISTRICT 35,North,0
2009,040150001,SD 35 BOND / PART ASSUMED SD 36 PER ANNEX,North,0
2009,040160000,SCHOOL DISTRICT 36,North,0
2009,040170000,SCHOOL DISTRICT 37,North,0
2009,040180000,SCHOOL DISTRICT 38,North,0
2009,040190000,SCHOOL DISTRICT 39,North,0
2009,040210000,SCHOOL DISTRICT CC 54,North,0
2009,040220000,SCHOOL DISTRICT 57,North,0
2009,040230000,SCHOOL DISTRICT CC 59,North,0
2009,040240000,SCHOOL DISTRICT CC 62,North,0
2009,040250000,SCHOOL DISTRICT 63,North,0
2009,040260000,SCHOOL DISTRICT CC 64,North,0
2009,040270000,SCHOOL DISTRICT CC 65,North,0
2009,040280000,SCHOOL DISTRICT 67,North,0
2009,040290000,SCHOOL DISTRICT 68,North,0
2009,040300000,SCHOOL DISTRICT 69,North,0
2009,040310000,SCHOOL DISTRICT 70,North,0
2009,040320000,SCHOOL DISTRICT 71,North,0
2009,040330000,SCHOOL DISTRICT 72,North,0
2009,040340000,SCHOOL DISTRICT 73,North,0
2009,040350000,SCHOOL DISTRICT 73 1/2,North,0
2009,040360000,SCHOOL DISTRICT 74,North,0
2009,040370000,SCHOOL DISTRICT 78,North,0
2009,040380000,SCHOOL DISTRICT 79,North,0
2009,040390000,SCHOOL DISTRICT 80,North,0
2009,040400000,SCHOOL DISTRICT 81,North,0
2009,040410000,SCHOOL DISTRICT 83,North,0
2009,040420000,SCHOOL DISTRICT 84,North,0
2009,040430000,SCHOOL DISTRICT 84 1/2,North,0
2009,040450000,SCHOOL DISTRICT 85 1/2,North,0
2009,040460000,SCHOOL DISTRICT 86,North,0
2009,040470000,SCHOOL DISTRICT 87,North,0
2009,040480000,SCHOOL DISTRICT 88,South,0
2009,040490000,SCHOOL DISTRICT 89,South,0
2009,040500000,SCHOOL DISTRICT 90,South,0
2009,040510000,SCHOOL DISTRICT 91,South,0
2009,040520000,SCHOOL DISTRICT 92,South,0
2009,040530000,SCHOOL DISTRICT 92 1/2,South,0
2009,040540000,SCHOOL DISTRICT 93,South,0
2009,040550000,SCHOOL DISTRICT 94,South,0
2009,040560000,SCHOOL DISTRICT 95,South,0
2009,040570000,SCHOOL DISTRICT 96,South,0
2009,040580000,SCHOOL DISTRICT 97,South,0
2009,040590000,SCHOOL DISTRICT 98,South,0
2009,040600000,SCHOOL DISTRICT 99,South,0
2009,040610000,SCHOOL DISTRICT 100,South,0
2009,040620000,SCHOOL DISTRICT 101,South,0
2009,040620001,SD 101 BOND / PART ASSUMED BY SD 181 ANNEX,South,0
2009,040630000,SCHOOL DISTRICT 102,South,0
2009,040640000,SCHOOL DISTRICT 103,South,0
2009,040650000,SCHOOL DISTRICT 104,South,0
2009,040660000,SCHOOL DISTRICT 105,South,0
2009,040670000,SCHOOL DISTRICT 106,South,0
2009,040680000,SCHOOL DISTRICT 107,South,0
2009,040690000,SCHOOL DISTRICT CC 108,South,0
2009,040700000,SCHOOL DISTRICT 109,South,0
2009,040710000,SCHOOL DISTRICT 110,South,0
2009,040720000,SCHOOL DISTRICT 111,South,0
2009,040740000,COMBINED SCHOOL DISTRICT CC 113A,South,0
2009,040750000,SCHOOL DISTRICT 117,South,0
2009,040760000,SCHOOL DISTRICT CC 118,South,0
2009,040770000,SCHOOL DISTRICT 122,South,0
2009,040780000,SCHOOL DISTRICT 123,South,0
2009,040790000,SCHOOL DISTRICT 124,South,0
2009,040800000,SCHOOL DISTRICT 125,South,0
2009,040810000,SCHOOL DISTRICT 126,South,0
2009,040820000,SCHOOL DISTRICT 127,South,0
2009,040830000,SCHOOL DISTRICT 127 1/2,South,0
2009,040840000,SCHOOL DISTRICT 128,South,0
2009,040850000,SCHOOL DISTRICT 130,South,0
2009,040860000,SCHOOL DISTRICT 132,South,0
2009,040870000,SCHOOL DISTRICT 133,South,0
2009,040880000,SCHOOL DISTRICT 135,South,0
2009,040920000,SCHOOL DISTRICT 140,South,0
2009,040930000,SCHOOL DISTRICT 142,South,0
2009,040940000,SCHOOL DISTRICT 143,South,0
2009,040950000,SCHOOL DISTRICT 143 1/2,South,0
2009,040960000,SCHOOL DISTRICT 144,South,0
2009,040970000,SCHOOL DISTRICT 145,South,0
2009,040980000,SCHOOL DISTRICT CC 146,South,0
2009,040990000,SCHOOL DISTRICT 147,South,0
2009,041000000,SCHOOL DISTRICT 148,South,0
2009,041010000,SCHOOL DISTRICT 149,South,0
2009,041020000,SCHOOL DISTRICT 150,South,0
2009,041030000,SCHOOL DISTRICT 151,South,0
2009,041040000,SCHOOL DISTRICT 152,South,0
2009,041050000,SCHOOL DISTRICT 152 1/2,South,0
2009,041050001,SCHOOL DISTRICT 152 1/2 SCHOOL FINANCE AUTH,South,0
2009,041060000,SCHOOL DISTRICT 153,South,0
2009,041070000,SCHOOL DISTRICT 154,South,0
2009,041080000,SCHOOL DISTRICT 154 1/2,South,0
2009,041090000,SCHOOL DISTRICT 155,South,0
2009,041100000,SCHOOL DISTRICT 156,South,0
2009,041110000,SCHOOL DISTRICT 157,South,0
2009,041115000,SCHOOL DISTRICT 157-C,South,0
2009,041120000,SCHOOL DISTRICT 158,South,0
2009,041130000,SCHOOL DISTRICT 159,South,0
2009,041140000,SCHOOL DISTRICT 160,South,0
2009,041150000,SCHOOL DISTRICT 161,South,0
2009,041160000,SCHOOL DISTRICT 162,South,0
2009,041170000,SCHOOL DISTRICT 163,South,0
2009,041180000,SCHOOL DISTRICT 167,South,0
2009,041190000,SCHOOL DISTRICT CC 168,South,0
2009,041200000,SCHOOL DISTRICT 169,South,0
2009,041210000,SCHOOL DISTRICT 170,South,0
2009,041220000,SCHOOL DISTRICT 171,South,0
2009,041230000,SCHOOL DISTRICT 172,South,0
2009,041250000,SCHOOL DISTRICT CC 180,South,0
2009,041260000,SCHOOL DISTRICT CC 181,South,0
2009,041270000,SCHOOL DISTRICT 194,South,0
2009,042010000,HINSDALE TOWNSHIP HIGH SCHOOL 86,South,0
2009,042020000,CONSOLIDATED HIGH SCHOOL 200,South,0
2009,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,South,0
2009,042040000,EVANSTON TOWNSHIP HIGH SCHOOL 202,North,0
2009,042050000,NEW TRIER TOWNSHIP HIGH SCHOOL 203,North,0
2009,042060000,LYONS TOWNSHIP HIGH SCHOOL 204,South,0
2009,042070000,THORNTON TOWNSHIP HIGH SCHOOL 205,South,0
2009,042080000,BLOOM TOWNSHIP HIGH SCHOOL 206,South,0
2009,042090000,MAINE TOWNSHIP HIGH SCHOOL 207,North,0
2009,042100000,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,South,0
2009,042110000,PROVISO TOWNSHIP HIGH SCHOOL 209,South,0
2009,042120000,LEMONT TOWNSHIP HIGH SCHOOL 210,South,0
2009,042125000,LINCOLNWAY HIGH SCHOOL 210,South,0
2009,042130000,PALATINE TOWNSHIP HIGH SCHOOL 211,North,0
2009,042140000,COMMUNITY HIGH SCHOOL 212,North,0
2009,042150000,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,North,0
2009,042160000,THORNTON TOWNSHIP FRACTIONAL HIGH SCHOOL 215,South,0
2009,042170000,COMMUNITY HIGH SCHOOL 217,South,0
2009,042180000,COMMUNITY HIGH SCHOOL 218,South,0
2009,042200000,COMMUNITY HIGH SCHOOL 219,North,0
2009,042210000,COMMUNITY HIGH SCHOOL 220,South,0
2009,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL 225,North,0
2009,042230000,RICH TOWNSHIP HIGH SCHOOL 227,South,0
2009,042240000,COMMUNITY HIGH SCHOOL 228,South,0
2009,042250000,COMMUNITY HIGH SCHOOL 229,South,0
2009,042260000,CONSOLIDATED HIGH SCHOOL 230,South,0
2009,042270000,COMMUNITY HIGH SCHOOL 231,South,0
2009,042290000,HOMEWOOD FLOSSMOOR COMMUNITY HIGH SCHOOL 233,South,0
